"Partei: Nr.","Partei: Kurzbezeichnung","Partei: Name","These: Nr.","These: Titel","These: These","Position: Position","Position: Begründung"
12,"ÖDP","Ökologisch-Demokratische Partei",27,"Abrechnung über Fallpauschalen","Stationäre Behandlungen im Krankenhaus sollen weiterhin über eine Fallpauschale abgerechnet werden. ","stimme nicht zu","Gesundheit ist keine Ware. Eine flächendeckende Gesundheitsversorgung, vorzugsweise in der Hand kommunaler Träger und Träger der freien Wohlfahrtspflege, ist sicherzustellen. Keine Krankenhausschließungen mehr. Die ÖDP steht für die Abschaffung der Fallpauschalen und die kostendeckende Bezahlung für die Leistungen von Arztpraxen, Pflegeeinrichtungen, Krankenhäusern. Wir fordern deutlich mehr Personal, eine bessere Bezahlung von Pflegekräften und bessere Arbeitsbedingungen im Gesundheitssektor."
13,"V-Partei³","V-Partei³ - Partei für Veränderung, Vegetarier und Veganer",27,"Abrechnung über Fallpauschalen","Stationäre Behandlungen im Krankenhaus sollen weiterhin über eine Fallpauschale abgerechnet werden. ","stimme nicht zu","Die Fallpauschalen beeinflussen massiv die Einnahmen kommunaler Krankenhäuser. Sie müssen umgehend abgeschafft werden. Die V-Partei³ fordert eine Überprüfung und Validierung. Dies würde das Gesundheitssystem finanziell entlasten und den Anreiz verringern,  wenig effektive aberumsatzsteigernde Gesundheitsdienstleistungen und Behandlungen anzubieten."
14,"DiB","DEMOKRATIE IN BEWEGUNG",27,"Abrechnung über Fallpauschalen","Stationäre Behandlungen im Krankenhaus sollen weiterhin über eine Fallpauschale abgerechnet werden. ","stimme nicht zu","Eine Fallpauschale zementiert die Kommerzialisierung der Gesundheitsfürsorge. "
15,"BP","Bayernpartei",27,"Abrechnung über Fallpauschalen","Stationäre Behandlungen im Krankenhaus sollen weiterhin über eine Fallpauschale abgerechnet werden. ","stimme nicht zu","Es sollten die tatsächlich anfallenden Kosten abgerechnet werden, sonst besteht die Gefahr einer Reduzierung der flächendeckenden Versorgung."
16,"Tierschutzallianz","Allianz für Menschenrechte, Tier- und Naturschutz",27,"Abrechnung über Fallpauschalen","Stationäre Behandlungen im Krankenhaus sollen weiterhin über eine Fallpauschale abgerechnet werden. ","stimme nicht zu",
17,"MLPD","Marxistisch-Leninistische Partei Deutschlands",27,"Abrechnung über Fallpauschalen","Stationäre Behandlungen im Krankenhaus sollen weiterhin über eine Fallpauschale abgerechnet werden. ","stimme nicht zu","Mit Fallpauschalen werden Kliniken im kapitalistischen Sinne rationalisiert, um Profite zu steigern. Damit werden einseitig teure Operationen gefördert und Patienten werden möglichst schnell wieder entlassen. In der Corona-Pandemie hat sich die Schließung angeblich ,,unrentabler Kliniken"" schon bitter gerächt. Wir sind dagegen, dass der Profit und nicht der Mensch im Mittelpunkt steht."
18,"Gesundheitsforschung","Partei für Gesundheitsforschung",27,"Abrechnung über Fallpauschalen","Stationäre Behandlungen im Krankenhaus sollen weiterhin über eine Fallpauschale abgerechnet werden. ","neutral","Die Partei für Gesundheitsforschung ist eine Ein-Themen-Partei, die als einziges Ziel hat, die Entwicklung wirksamer Medizin gegen Alterskrankheiten wie Krebs und Alzheimer zu beschleunigen. Sie setzt sich dafür ein, dass mehr staatliche Forschungsinstitute gebaut und betrieben werden und die entsprechenden Fachbereiche an den Universitäten ausgebaut werden. Ihr Ziel will sie in Zusammenarbeit mit anderen Parteien erreichen. In alle anderen politischen Themen will sie sich nicht einmischen."
19,"MENSCHLICHE WELT","Menschliche Welt - für das Wohl und Glücklichsein aller",27,"Abrechnung über Fallpauschalen","Stationäre Behandlungen im Krankenhaus sollen weiterhin über eine Fallpauschale abgerechnet werden. ","stimme nicht zu","Für die MENSCHLICHE WELT ist das Patientenwohl der ethische Maßstab, an dem sich ein Gesundheitssystem zu orientieren hat. Die Einführung der Fallpauschalen hat zu einer stärkeren Profitorientierung und Privatisierung vieler Krankenhäuser beigetragen. Das dient nicht dem Wohl der Patienten sondern führt z.B. zu unnötigen Operationen. Wir unterstützen krankenhausindividuelle Budgetvereinbarungen, die organisatorische Besonderheiten, spezifische Versorgungssituationen und -aufträge berücksichtigen"
20,"DKP","Deutsche Kommunistische Partei",27,"Abrechnung über Fallpauschalen","Stationäre Behandlungen im Krankenhaus sollen weiterhin über eine Fallpauschale abgerechnet werden. ","stimme nicht zu","Das Fallpauschalen-System ist abzuschaffen. Patienten sollen optimal versorgt und betreut werden. Dafür brauchen Krankenhäuser gut ausgebildetes Personal und das Personal Zeit für die Versorgung der Patienten und gute Arbeitsbedingungen und eine angemessene Bezahlung. Wirtschaftliche Erwägungen und Gewinnstreben dürfen nicht handlungsleitend sein, Operationen, die allein diesem Zweck dienen, darf es nicht geben. Die Krankenhäuser müssen wieder in öffentliches Eigentum überführt werden."
21,"Die Grauen","Die Grauen – Für alle Generationen",27,"Abrechnung über Fallpauschalen","Stationäre Behandlungen im Krankenhaus sollen weiterhin über eine Fallpauschale abgerechnet werden. ","stimme nicht zu",
22,"BüSo","Bürgerrechtsbewegung Solidarität",27,"Abrechnung über Fallpauschalen","Stationäre Behandlungen im Krankenhaus sollen weiterhin über eine Fallpauschale abgerechnet werden. ","stimme nicht zu","Die tatsächlichen Kosten für Personal und für die Behandlung der einzelnen Patienten  muss die Grundlage für die Berechnung sein. Hauptursache für die jetzige Krise der Krankenhäuser war die Privatisierung und die Einführung der sog. Fallpauschalen oder Budgetobergrenzen in Kliniken und Praxen. Damit wurde vor allem massiv am Personal gespart und an der Gesundheit der Patienten. Das muss sofort geändert werden, Krankenhäuser sind für das Gemeinwohl da!"
23,"Die Humanisten","Partei der Humanisten",27,"Abrechnung über Fallpauschalen","Stationäre Behandlungen im Krankenhaus sollen weiterhin über eine Fallpauschale abgerechnet werden. ","stimme nicht zu","Die Qualität der medizinischen Versorgung muss stets Priorität vor Profitmaximierung haben. Das aktuelle DRG-System ist daran gescheitert; es belohnt Krankenhauskonzerne dafür, an den falschen Stellen zu sparen – zu Lasten von Personal und Patienten. Eine Reform ist überfällig. Welches Finanzierungssystem letztendlich unser Gesundheitswesen patientenzentrierter ausrichten kann (z. B. eine qualitätsadaptierte Pauschale oder Einzelabrechnung), muss noch geklärt werden."
24,"du.","Die Urbane. Eine HipHop Partei",27,"Abrechnung über Fallpauschalen","Stationäre Behandlungen im Krankenhaus sollen weiterhin über eine Fallpauschale abgerechnet werden. ","stimme nicht zu","Fallpauschalen bewirken, dass Krankenhäuser nicht am Einzelfall entlang handeln und behandeln. Während den einzelnen Ärzt:innen und Pflegenden unterstellt werden sollte, dass sie ihr Bestes geben und bei der Betreuung und Sorge keine Unterschiede machen, ist die Kommerzialisierung und Kapitalisierung von Krankenhäusern und ähnlichen Institutionen eine schädliche Entwicklung. Die KV-Beiträge von Reichen müssen eine bessere Grundlage der Finanzierung schaffen."
25,"SGP","Sozialistische Gleichheitspartei, Vierte Internationale",27,"Abrechnung über Fallpauschalen","Stationäre Behandlungen im Krankenhaus sollen weiterhin über eine Fallpauschale abgerechnet werden. ","stimme nicht zu","Hochwertige Gesundheitsversorgung ist ein Grundrecht, das jedem Menschen zusteht. Der Kapitalismus ist immer weniger in der Lage, dies zu gewährleisten. Eine umfassende Gesundheitsversorgung für alle kann nur durch die massive Besteuerung und Enteignung der Reichen durchgesetzt werden. Das erfordert die unabhängige Mobilisierung der Arbeiter."
26,"dieBasis","Basisdemokratische Partei Deutschland",27,"Abrechnung über Fallpauschalen","Stationäre Behandlungen im Krankenhaus sollen weiterhin über eine Fallpauschale abgerechnet werden. ","stimme nicht zu","dieBasis setzt sich für Freiheit, Selbstbestimmung und individuelle Therapiewahl im Gesundheitswesen ein. Die Abrechnung über Fallpauschalen widerspricht der individuellen Behandlung. [Mitgliederbefragung: Ja 9 %, Nein 61 %, Neutral 30 %]"
27,"Bündnis C","Bündnis C - Christen für Deutschland",27,"Abrechnung über Fallpauschalen","Stationäre Behandlungen im Krankenhaus sollen weiterhin über eine Fallpauschale abgerechnet werden. ","stimme nicht zu","Nach Behandlungsaufwand und Dauer des Krankenhausaufenthaltes, um die individuell nötige Behandlung sicherzustellen"
28,"BÜRGERBEWEGUNG","Bürgerbewegung für Fortschritt und Wandel",27,"Abrechnung über Fallpauschalen","Stationäre Behandlungen im Krankenhaus sollen weiterhin über eine Fallpauschale abgerechnet werden. ","stimme nicht zu","Die Gesundheitsfürsorge muss unabhängig von finanziellen Fragen und unabhängig von den finanziellen Verhältnissen der Patienten sichergestellt sein."
29,"III. Weg","DER DRITTE WEG",27,"Abrechnung über Fallpauschalen","Stationäre Behandlungen im Krankenhaus sollen weiterhin über eine Fallpauschale abgerechnet werden. ","neutral","Die Privatisierung des Gesundheitswesens ist vollständig rückgängig zu machen und der Staat mit der Gesunderhaltung seiner Bürger zu beauftragen; lediglich die haus- und fachärztlichen Praxen bleiben in privater Hand. Die Gesundheit der Menschen darf nicht als Bereich der Profiterwirtschaftung betrachtet werden. Eine Unterscheidung nach sozialem Stand darf im Gesundheitswesen nicht stattfinden."
30,"BÜNDNIS21","diePinken/BÜNDNIS21",27,"Abrechnung über Fallpauschalen","Stationäre Behandlungen im Krankenhaus sollen weiterhin über eine Fallpauschale abgerechnet werden. ","stimme zu","Unser Konsens formuliert folgende drei Punkte: Erstens wollen wir ein Gesundheitssystem ohne Gewinnorientierung mit niedrigschwelligen Angeboten für den Krankheitsfall. Zweitens Selbstbestimmung bei der Inanspruchnahme von Vorsorge-Behandlungen und drittens eine Absicherung der Grundversorgung durch gleichwertige Krankenversicherungen mit einer Gebührenordnung für alle Ärzte ergänzt durch modulare Zusatzversicherungen."
31,"LIEBE","Europäische Partei LIEBE",27,"Abrechnung über Fallpauschalen","Stationäre Behandlungen im Krankenhaus sollen weiterhin über eine Fallpauschale abgerechnet werden. ","stimme zu",
32,"LKR","Liberal-Konservative Reformer",27,"Abrechnung über Fallpauschalen","Stationäre Behandlungen im Krankenhaus sollen weiterhin über eine Fallpauschale abgerechnet werden. ","stimme nicht zu","Wir fordern eine Änderung des Abrechnungssystems in Krankenhäusern. Die Fallpauschale hat sich nicht bewährt. Sie hat dazu geführt, dass einerseits u.a. bestimmte Operationen durchgeführt werden, die nicht zwingend notwendig, aber lukrativ sind, und andererseits die ärztliche und pflegerische Zuwendung im Einzelfall dem Kostendruck zum Opfer fällt, wenn der Aufwand größer ist und durch die Pauschale nicht abdeckt wird."
33,"PdF","Partei des Fortschritts",27,"Abrechnung über Fallpauschalen","Stationäre Behandlungen im Krankenhaus sollen weiterhin über eine Fallpauschale abgerechnet werden. ","stimme nicht zu","Durch die Fallpauschale hat sich das Krankenhaussystem in Deutschland dahingehend entwickelt, dass Krankenhäuser zu Geschäftsstellen des Gesundheitssystems geworden sind. Der Profit und nicht der Mensch steht im Mittelpunkt, doch Pflegende und Ärzt:innen leiden unter Personalmangel. "
34,"LfK",">> Partei für Kinder, Jugendliche und Familien ",27,"Abrechnung über Fallpauschalen","Stationäre Behandlungen im Krankenhaus sollen weiterhin über eine Fallpauschale abgerechnet werden. ","neutral",
35,"SSW","Südschleswigscher Wählerverband",27,"Abrechnung über Fallpauschalen","Stationäre Behandlungen im Krankenhaus sollen weiterhin über eine Fallpauschale abgerechnet werden. ","stimme nicht zu","Der SSW will das Fallpauschalen-System abschaffen. Die Coronakrise zeigt, dass marktorientierte Fallpauschalen und das DRG-System sich nicht für den Gesundheitsbereich eignen. Das Fallpauschalen-System gewährt keine ausreichenden Mittel, um eine Krise wirksam zu bekämpfen. Die fortschreitende Konzentration auf wenige Großkliniken zulasten kleinerer Krankenhäuser kann keine nachhaltige Lösung sein, verstärkte Kooperationen zwischen den Krankenhäusern hingegen schon."
36,"Team Todenhöfer","Team Todenhöfer – Die Gerechtigkeitspartei",27,"Abrechnung über Fallpauschalen","Stationäre Behandlungen im Krankenhaus sollen weiterhin über eine Fallpauschale abgerechnet werden. ","stimme nicht zu","Mit der Einführung der diagnosebezogenen Fallpauschalen hat die Orientierung an wirtschaftlichen Zielen weiter zugenommen. Dies wirkt sich negativ auf die Patientenversorgung und auf den Arbeitsalltag der Ärztinnen und Ärzte aus."
37,"UNABHÄNGIGE","UNABHÄNGIGE für bürgernahe Demokratie",27,"Abrechnung über Fallpauschalen","Stationäre Behandlungen im Krankenhaus sollen weiterhin über eine Fallpauschale abgerechnet werden. ","stimme nicht zu","Krankenhäuser werden dadurch immer mehr zu Wirtschaftsunternehmen. "
38,"Volt","Volt Deutschland",27,"Abrechnung über Fallpauschalen","Stationäre Behandlungen im Krankenhaus sollen weiterhin über eine Fallpauschale abgerechnet werden. ","stimme nicht zu","Die aktuelle Finanzierung durch das Fallpauschalensystem in den Krankenhäusern führt dazu, dass Behandlungen so gewählt werden, dass sie zu einer maximalen Kostenreduzierung und einem maximalen Gewinn führen. Dies geht auf die Kosten der Beschäftigten und der Patient*innen. Wir wollen daher, dass durch eine Bundesgesundheitskommission eine Reform für eine ganzheitliche Finanzierung des Gesundheitssystems über die Sektoren hinweg entwickelt wird."
1,"CDU / CSU","Christlich Demokratische Union Deutschlands / Christlich-Soziale Union in Bayern e.V.",28,"Steuer auf hohe Vermögen","Auf hohe Vermögen soll wieder eine Steuer erhoben werden.","stimme nicht zu","Wir lehnen zusätzliche Lasten wie eine Wiedereinführung der Vermögensteuer ab. Eine Vermögensteuer würde sowohl Hauseigentümer als auch Mieter belasten und somit das Wohnen für alle verteuern. Sie würde Betriebsvermögen belasten und somit Arbeitsplätze für alle gefährden. Die Vermögensteuer ist eine Wohlstandsbremse."
2,"SPD","Sozialdemokratische Partei Deutschlands",28,"Steuer auf hohe Vermögen","Auf hohe Vermögen soll wieder eine Steuer erhoben werden.","stimme zu","Wir werden einen maßvollen, einheitlichen Steuersatz von einem Prozent für sehr hohe Vermögen einführen. Gleichzeitig wird es hohe persönliche Freibeträge geben, so dass sich die Steuerbelastung auf besonders vermögende Teile der Bevölkerung konzentriert. Wir stellen sicher, dass mit der Vermögensteuer keine Arbeitsplätze gefährdet werden. Die Grundlage von Betrieben wird bei der Vermögensteuer verschont."
3,"AfD","Alternative für Deutschland",28,"Steuer auf hohe Vermögen","Auf hohe Vermögen soll wieder eine Steuer erhoben werden.","stimme nicht zu","Grundsätzlich ist es das Ziel der AfD, die Steuer- und Abgabenbelastung in Deutschland deutlich zu senken. Laut OECD wird Deutschland weltweit nur noch von Belgien übertroffen. Zudem ist die Vermögenssteuer bereits 1995 für verfassungswidrig erklärt worden."
4,"FDP","Freie Demokratische Partei",28,"Steuer auf hohe Vermögen","Auf hohe Vermögen soll wieder eine Steuer erhoben werden.","stimme nicht zu","Eine Wiederbelebung der Vermögensteuer wäre für unsere mittelständisch geprägte Wirtschaft ein Hemmschuh bei der Bekämpfung der wirtschaftlichen Folgen der Coronapandemie, weil den Unternehmen Liquidität unabhängig von deren Ertragslage entzogen wird. Wachstum und Arbeitsplätze würden so gefährdet. "
5,"DIE LINKE","DIE LINKE",28,"Steuer auf hohe Vermögen","Auf hohe Vermögen soll wieder eine Steuer erhoben werden.","stimme zu","Noch nie waren Vermögen so ungleich verteilt: Die 45 reichsten Deutschen besitzen so viel wie die ärmere Hälfte der Bevölkerung. Wir wollen Vermögen oberhalb von 1 Mio Euro mit 1 Prozent besteuern. Der Steuersatz steigt an auf 5% ab 50 Mio Euro. Die Einnahmen gehen an die Bundesländer: für mehr Lehrkräfte, bessere Schulen, Kitaplätze und Erzieher*innen, bezahlbaren Wohnraum, Gesundheit und Pflege, Schwimmbäder und besseres Internet. Damit würde der Alltag für alle Menschen besser. "
6,"GRÜNE","BÜNDNIS 90/DIE GRÜNEN",28,"Steuer auf hohe Vermögen","Auf hohe Vermögen soll wieder eine Steuer erhoben werden.","stimme zu","Die Vermögen in Deutschland sind sehr ungleich verteilt. Deshalb wollen wir mit der Vermögensteuer sehr vermögende Menschen stärker an der Finanzierung des Gemeinwesens beteiligen. Sie soll ab einem Vermögen von über 2 Millionen Euro pro Person greifen. Dabei nehmen wir auch die Wirtschaft in den Blick und werden Betriebsvermögen im verfassungsrechtlich erlaubten und wirtschaftlich gebotenen Umfang begünstigen und zusätzliche Investitionsanreize schaffen."
7,"FREIE WÄHLER","FREIE WÄHLER",28,"Steuer auf hohe Vermögen","Auf hohe Vermögen soll wieder eine Steuer erhoben werden.","stimme nicht zu","Wir halten Steuererhöhungen zum aktuellen Zeitpunkt nicht für angebracht. Die Einführung einer Vermögenssteuer lehnen wir ab. Eine leistungs- und eigentumsfreundliche Steuerpolitik muss Fleiß und gute Arbeit belohnen und Eigentum stärken."
8,"Die PARTEI","Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative",28,"Steuer auf hohe Vermögen","Auf hohe Vermögen soll wieder eine Steuer erhoben werden.","stimme zu","Und zwar so brutal, dass künftig nicht mehr 8 Menschen so viel Vermögen gehört wie der Hälfte der gesamten Menschheit, sondern 10. Auch wenn Olaf Schloz, Pardon: Scholz & die ehemaligen Sozialdemokraten in der SPD vermutlich bis zum bitteren Ende dagegen kämpfen werden. Darüber hinaus fordert die PARTEI ein Existenzmaximum: Vermögen über der 7. Null wird systematisch gekappt. Und vom obersten 1% auf die 99% der gesellschaftlichen Unterschicht umverteilt. Herzl. Glückw., Sie gehören dazu!"
9,"Tierschutzpartei","PARTEI MENSCH UMWELT TIERSCHUTZ",28,"Steuer auf hohe Vermögen","Auf hohe Vermögen soll wieder eine Steuer erhoben werden.","stimme zu","Die Schere zwischen Arm und Reich geht immer weiter auseinander und jährlich kommen unzählige Millionäre hinzu. Unser Programm einer sozialgerechten Steuerreform zur Entlastung geringerer Einkommen beinhaltet eine Vermögenssteuer ab einem Grundfreibetrag von 1 000 000 Euro als wichtigen Bestandteil. So können die Schere zwischen Arm und Reich verringert und essenzielle Ausgaben für Klima, Bildung, Tierschutz und Co. finanziert werden. Reichtum darf sich nicht reproduzieren."
10,"NPD","Nationaldemokratische Partei Deutschlands",28,"Steuer auf hohe Vermögen","Auf hohe Vermögen soll wieder eine Steuer erhoben werden.","stimme nicht zu","Mit der Erhebung einer Vermögensteuer würden sich gleich mehrere Probleme stellen, die schlussendlich dieses Vorhaben nicht sinnvoll erscheinen lassen. Die Bewertung des Vermögens, einschließlich seiner Unterscheidung von (nicht zu besteuerndem) Produktivvermögen einerseits und Finanzvermögen andererseits, stellt einen enormen Verwaltungsaufwand dar. Zugleich werden Vermögende zur Kapitalflucht gedrängt. Darüber hinaus ergibt sich die verfassungsrechtliche Problematik der Doppelbesteuerung.  "
11,"PIRATEN","Piratenpartei Deutschland",28,"Steuer auf hohe Vermögen","Auf hohe Vermögen soll wieder eine Steuer erhoben werden.","stimme zu","Wir setzen uns für die Wiedereinführung der Vermögenssteuer ein. Bei einem Freibetrag von 1 Mio. Euro pro Person wird ein Steuersatz von einem Prozent auf das den Freibetrag übersteigende Vermögen festgelegt."
12,"ÖDP","Ökologisch-Demokratische Partei",28,"Steuer auf hohe Vermögen","Auf hohe Vermögen soll wieder eine Steuer erhoben werden.","stimme zu","Die ÖDP fordert die Einführung einer wirksamen Vermögenssteuer und eine angemessene Besteuerung hoher Einkommen und Kapitalerträge. Dabei müssen die Steuerfreibeträge so gestaltet werden, dass der Mittelstand nicht unnötig belastet wird."
13,"V-Partei³","V-Partei³ - Partei für Veränderung, Vegetarier und Veganer",28,"Steuer auf hohe Vermögen","Auf hohe Vermögen soll wieder eine Steuer erhoben werden.","stimme zu","Die ausfallenden Einnahmen für die entsprechenden Regionen sind durch einen gestärkten Länderfinanzausgleich zu ersetzen. So wird über 30 Jahre nach der Wiedervereinigung auch dieser Punkt endgültig umgesetzt."
14,"DiB","DEMOKRATIE IN BEWEGUNG",28,"Steuer auf hohe Vermögen","Auf hohe Vermögen soll wieder eine Steuer erhoben werden.","stimme zu","Mit Blick auf Umverteilung ist eine Vermögenssteuer auf große Vermögen unumgänglich. Es müssen gesetzliche Regelungen geschaffen werden, welche dafür Sorge tragen, dass die Vermögenssteuer lediglich Menschen und Unternehmen mit starkem Vermögenshintergrund betrifft."
15,"BP","Bayernpartei",28,"Steuer auf hohe Vermögen","Auf hohe Vermögen soll wieder eine Steuer erhoben werden.","stimme nicht zu","Die Vermögenssteuer wurde unter anderem wegen zu geringer Einnahmen bei hohem Verwaltungsaufwand abgeschafft. Weit besser ist es, Großkonzernen durch internationale Steuerabkommen die Steuerflucht zu erschweren."
16,"Tierschutzallianz","Allianz für Menschenrechte, Tier- und Naturschutz",28,"Steuer auf hohe Vermögen","Auf hohe Vermögen soll wieder eine Steuer erhoben werden.","stimme zu",
17,"MLPD","Marxistisch-Leninistische Partei Deutschlands",28,"Steuer auf hohe Vermögen","Auf hohe Vermögen soll wieder eine Steuer erhoben werden.","stimme zu","Unbedingt! Vermögensbezogene Steuern liegen in Deutschland im Vergleich mit anderen Industriestaaten 50 % unter dem Durchschnitt und bringen nur ein Aufkommen von 0,9 % des Bruttoinlandsprodukts. Gleichzeitig: entschiedene Senkung der Massensteuern!"
18,"Gesundheitsforschung","Partei für Gesundheitsforschung",28,"Steuer auf hohe Vermögen","Auf hohe Vermögen soll wieder eine Steuer erhoben werden.","neutral","Die Partei für Gesundheitsforschung ist eine Ein-Themen-Partei, die als einziges Ziel hat, die Entwicklung wirksamer Medizin gegen Alterskrankheiten wie Krebs und Alzheimer zu beschleunigen. Sie setzt sich dafür ein, dass mehr staatliche Forschungsinstitute gebaut und betrieben werden und die entsprechenden Fachbereiche an den Universitäten ausgebaut werden. Ihr Ziel will sie in Zusammenarbeit mit anderen Parteien erreichen. In alle anderen politischen Themen will sie sich nicht einmischen."
19,"MENSCHLICHE WELT","Menschliche Welt - für das Wohl und Glücklichsein aller",28,"Steuer auf hohe Vermögen","Auf hohe Vermögen soll wieder eine Steuer erhoben werden.","stimme zu","Die Kluft zwischen Armen und Reichen vergrößert sich in Deutschland. Diese Tendenz hat negative Auswirkungen - wie z.B. gegenseitiges Misstrauen und erhöhte Kriminalität - für alle Bevölkerungsschichten. Sie führt auch zu einem Mangel an Ressourcen für die Infrastruktur. Eine klug gestaltete Vermögenssteuer würde dazu beitragen, diese Kluft zu verringern. Die MENSCHLICHE WELT setzt sich grundlegend für die Begrenzung der Vermögensanhäufung ein."
20,"DKP","Deutsche Kommunistische Partei",28,"Steuer auf hohe Vermögen","Auf hohe Vermögen soll wieder eine Steuer erhoben werden.","stimme zu","In Deutschland besitzt das reichste 1% der Bevölkerung 35% des gesellschaftlichen Vermögens. Diese unfassbare Ungerechtigkeit ist nicht länger tragbar. Daher fordert die DKP die Wiedereinführung einer Millionärssteuer, die Vermögen über 1 Millionen Euro mit einem Satz von 2% jährlich besteuert. Der Spitzensteuersatz auf Einkommen soll wieder auf 53% erhöht werden. Ausnahmeregelungen sind nicht erlaubt."
21,"Die Grauen","Die Grauen – Für alle Generationen",28,"Steuer auf hohe Vermögen","Auf hohe Vermögen soll wieder eine Steuer erhoben werden.","stimme zu",
22,"BüSo","Bürgerrechtsbewegung Solidarität",28,"Steuer auf hohe Vermögen","Auf hohe Vermögen soll wieder eine Steuer erhoben werden.","stimme zu",
23,"Die Humanisten","Partei der Humanisten",28,"Steuer auf hohe Vermögen","Auf hohe Vermögen soll wieder eine Steuer erhoben werden.","neutral","Unser Ziel ist eine soziale und faire Gesellschaft, in der Leistung und unternehmerische Initiative belohnt werden und in der jeder Mensch die Möglichkeit zum Aufstieg hat. Wir werden deshalb viel diskutierte Maßnahmen wie eine Vermögensteuer, eine Finanztransaktionssteuer sowie andere Instrumente sorgfältig auf ihre Wirksamkeit und Konsequenzen überprüfen. Dabei zielen wir auf Spitzenvermögen und nicht auf die obere Mittelschicht oder mittelständische Unternehmen ab."
24,"du.","Die Urbane. Eine HipHop Partei",28,"Steuer auf hohe Vermögen","Auf hohe Vermögen soll wieder eine Steuer erhoben werden.","stimme zu","Stichwort Maximaler Wohlstand: Vermögen, die eine bestimmte Höhe überschritten haben, müssen mit einer mind. 50%igen Vermögenssteuer dafür herangezogen werden, dem universellen Allgemeinwohl zu dienen. Die Bestimmung einer solchen Vermögensgrenze sollte ein gesamtgesellschaftlicher Aushandlungsprozess sein, in dem auf die paritätische Partizipation intersektionaler Perspektiven Wert gelegt werden muss. Die Verwendung der Besteuerung muss in die bereits erwähnten Umverteilungsprozesse fließen."
25,"SGP","Sozialistische Gleichheitspartei, Vierte Internationale",28,"Steuer auf hohe Vermögen","Auf hohe Vermögen soll wieder eine Steuer erhoben werden.","stimme zu","Die dutzenden Milliarden, die den Banken und Konzernen während der Pandemie in den Rachen geworfen wurden, müssen zurückgeholt und für Gesundheit, Arbeit und Bildung ausgegeben werden. Kein gesellschaftliches Problem kann gelöst werden, ohne die Banken und Konzerne zu enteignen und unter demokratische Kontrolle zu stellen."
26,"dieBasis","Basisdemokratische Partei Deutschland",28,"Steuer auf hohe Vermögen","Auf hohe Vermögen soll wieder eine Steuer erhoben werden.","stimme zu","Hohe Vermögen gehen mit erheblicher Macht einher. Die Begrenzung auch solcher Macht ist eine der vier Säulen der Basis. [Mitgliederbefragung: Ja 78 %, Nein 12 %, Neutral 10 %]"
27,"Bündnis C","Bündnis C - Christen für Deutschland",28,"Steuer auf hohe Vermögen","Auf hohe Vermögen soll wieder eine Steuer erhoben werden.","stimme zu","Der Staat muss effektive Bedingungen schaffen, die einer zunehmenden Konzentration wirtschaftlicher Macht in den Händen weniger Akteure entgegenwirken. Ein Mittel dazu sind erhöhte Erbschafts- und Schenkungssteuern für sehr hohe Vermögen."
28,"BÜRGERBEWEGUNG","Bürgerbewegung für Fortschritt und Wandel",28,"Steuer auf hohe Vermögen","Auf hohe Vermögen soll wieder eine Steuer erhoben werden.","stimme zu","Im Rahmen einer gerechten Neugestaltung des gesamten Steuersystems."
29,"III. Weg","DER DRITTE WEG",28,"Steuer auf hohe Vermögen","Auf hohe Vermögen soll wieder eine Steuer erhoben werden.","stimme zu","Trotz eines stetig weiter steigenden Wirtschaftswachstums schrumpft die Mittelschicht, und die Kluft zwischen Arm und Reich wird immer größer. Dieses Ausbeutungssystem muss umgekehrt werden. Nicht das Volk hat dem Kapital, sondern die Wirtschaft hat dem Volke zu dienen. Daher haben Super-Reiche einer entsprechend hohen Besteuerung zu unterliegen. Hierfür muß eine Reichensteuer eingeführt werden."
30,"BÜNDNIS21","diePinken/BÜNDNIS21",28,"Steuer auf hohe Vermögen","Auf hohe Vermögen soll wieder eine Steuer erhoben werden.","stimme nicht zu","Da außer im Rahmen des Lastenausgleichs nach Ende des 2.Weltkrieges noch nie Steuern auf hohe Vermögen erhoben wurden, gehen wir davon aus, dass der Bürger die Steuerverschwendung und Kosten der Korruptionsfälle bezahlen soll. POLITIKER MÜSSEN HAFTEN! "
31,"LIEBE","Europäische Partei LIEBE",28,"Steuer auf hohe Vermögen","Auf hohe Vermögen soll wieder eine Steuer erhoben werden.","stimme zu",
32,"LKR","Liberal-Konservative Reformer",28,"Steuer auf hohe Vermögen","Auf hohe Vermögen soll wieder eine Steuer erhoben werden.","stimme nicht zu","Wir lehnen Bestandsteuern ab. Hier handelt es sich um eine Neiddiskussion. Viel wichtiger ist ein einfaches, transparentes Steuersystem ohne Schlupflöcher. "
33,"PdF","Partei des Fortschritts",28,"Steuer auf hohe Vermögen","Auf hohe Vermögen soll wieder eine Steuer erhoben werden.","stimme nicht zu","Deutschland hat bereits heute einen Spitzensteuersatz von 42% ab einem Einkommen von 57.919€ im Jahr 2021. Die Frage ist, in welcher Form eine solche Steuer erhoben werden würde. Einmalige Vermögenssteuern, Erneute Grundsteuern auf Eigentum oder einen höheren Spitzensteuersatz auf Privatvermögen lehnen wir als Partei des Fortschritts vehement ab. "
34,"LfK",">> Partei für Kinder, Jugendliche und Familien ",28,"Steuer auf hohe Vermögen","Auf hohe Vermögen soll wieder eine Steuer erhoben werden.","neutral",
