ID,Company,Industry,Topic,Audience,Type,UseCase,Title,Abstract,Experience,FirstName,LastName,FullName,JobTitle,Biography
128,Sopra Steria,Telecom,GDS-UC,Developer,Full Length Session,"Apps & APIs, Cypher, Data Science, Full Stack, Graph Visualization, Language-specific",Graph-Based Network Topology Analysis for Telecom Operators,"Telecom providers suffer from outdated, manually-maintained inventory data, which leads to network mismanagement and impedes network automatization. To overcome these challenges, Sopra Steria developed a solution that reconstructs the actual network topology from network configuration data, stores it in a Neo4j database, and visualizes the result in a comprehensible way: the Intelligent Network Analyzer. We show how Neo4j can be employed to efficiently store and analyze a country-wide telecom network. Exemplary use cases are tracking the evolution of the network over time while providing impact analysis and fine-grained network exploration. Furthermore, we demonstrate how to perform a traffic simulation using Neo4j. Based on Neo4j and networkx, an algorithm optimizes the traffic routing in the network to minimize overloads and latency. The presentation includes a live demo.

",Intermediate,Nouamane,Bensaoud,Nouamane Bensaoud,Senior Consultant,"
With over 12 years’ experience in telecommunication infrastructure, namely transport technology, Nouamane Bensaoud has conducted many technology rollouts and software development projects in multiple countries on development and project management teams. He is very passionate about the Neo4j graph database and was a key contributor in the development of the Intelligent Network Analyzer.
"
130,Northrop Grumman,General,MDM,Developer,Full Length Session,Use Case,Fighting a Multi-armed Monster With Graph: Master Data Management in Neo4j,"Solving complex problems at large organizations generally requires a variety of software applications, many of which do not interface well with each other. This divides critical data across diverse data stores, hampering cross-platform analytics and understanding. One way to handle this challenge is to shuttle data between applications. However, this process results in data duplication, synchronization problems, and difficulty tracking which data source is authoritative. At Northrop Grumman, we have pioneered a graph-based solution to this problem by utilizing the GRAND Stack (GraphQL, React, Apollo, Neo4j). Our application, called Kraken, merges data from multiple sources into a graph database. This architecture simplifies master data management by decreasing data duplication, tracking changes through digital threads, and creating an ASOT (authoritative source of truth) for data. In this presentation, we will cover the story of how Kraken came to be, the problems it aims to solve, and why its graph-based architecture is useful for Master Data Management. We will also demonstrate how Kraken manages digital threads.",Advanced,Travis,Confer,Travis Confer,Software Engineer,
131,Neo4j,General,Development,Developer,Lightning Talk,Cypher,How to Import JSON Using Cypher and APOC,"This session will walk through how to load a JSON document in a single Cypher statement. We’ll explain how to use advanced cypher techniques such as parameterization, how to handle data quality issues, how to iterate over nested data, and conditional logic. These techniques are useful for loading JSON into Neo4j without an ETL tool or a coding language such as Python or Java; you only need Cypher. We showcase several APOC procedures and functions, as well as WITH, UNWIND/COLLECT, list expressions, and more.
",Advanced,Eric,Monk,Eric Monk,Principal Solutions Engineer,"Eric Monk is a Neo4j Principal Solutions Engineer and has been using Neo4j for 8 years, building design tools and helping customers implement Neo4j within their enterprise. Eric has a rich background in many aspects of data, including enterprise data integration, data wrangling, data analysis, and data visualization. Eric is based in the greater Washington, D.C. metro area.
"
134,Bernstein Analytics GmbH,Government,GDS-UC,Data Scientists,Full Length Session,Data Science,Lobbygraph: Delving Into the Graph of Germany's New Lobby Register,"
Understanding political interests is key in a democratic society and graphs help us understand those interests better. Based on the newly-introduced lobby register of Germany's federal parliament, we show how structuring data as a graph yields new insights into the networks of political advocacy. Using Neo4j Graph Data Science we dive even deeper, identifying hidden actors and using link prediction to connect lobbyists with parliamentary initiatives.
",Intermediate,Julian,Schibberges,Julian Schibberges,DIrector,"
Julian Schibberges works for Bernstein Analytics (Bernstein Group) and has worked previously on graph projects in the fields of anti-money laundering and political analysis. He has co-authored two journal articles about network analysis of United Nations sanction list data on Al-Qaeda/ISIS, providing a new dataset for network analysis for political science and security researchers.
"
137,CodeLogic,General,Visualization,Developer,Full Length Session,"Cypher, Graph Visualization",From Relational to Graph: How Going Graph Revealed the Unknown,"Making informed development decisions requires a strong understanding of the connections and complexity within and across your application landscape. With software changing faster than ever, and dozens of applications to manage within a single enterprise, it is often difficult to have a clear view of how everything fits together. CodeLogic equips engineers with the most comprehensive software dependency data available, combining binary and runtime scanning to create a complete graph of an application’s structure. In this session, you will learn how CodeLogic utilizes Neo4j and CypherQL to capture and analyze data achieved through application profiling, and how their data model visually mimics the source code itself. Jason Schatz (Principal Software Development Engineer, CodeLogic) and Rob Vrooman (Principal Software Development Engineer, CodeLogic) team up to discuss how moving from a relational database to a Neo4j graph database gave them the ability to visualize and distill complex codebases quickly. Attendees will learn a rare use case for graph and see how the CodeLogic backend models data into simplified maps that can be easily analyzed to identify cross-application dependencies, navigate code change impact, and ultimately reveal the bigger picture.",Intermediate,Jason,Schatz,Jason Schatz,Principal Software Development Engineer,
139,Neo4j,General,Operations,Developer,Lightning Talk,"Aura, Best Practices, Cypher",Taming Large Databases,"As your Neo4j database grows in size, it becomes crucial to understand how to review your system for query performance and infrastructure costs. To a certain extent, the performance SLAs can be obtained by increasing memory. But once your database size becomes significant, it can be costly to keep on adding memory and CPUs. This presentation walks you through various scenarios to discuss how the growing size of your database can affect your database performance as well as how you can address those issues through data modeling and Cypher tuning.",Basic,Ravindranatha,Anthapu,Ravindranatha Anthapu,Principal Consultant,"With more than 25 years of experience in leadership roles within technology-driven environments, Ravindranatha has demonstrated a track record of driving business development, building innovative solutions and platforms to optimize processes and efficiency, turning around underperforming operations, ensuring regulatory compliance, and enabling top-line growth and profitability. He has delivered Neo4j solutions for complex projects such as architecture, design, hands-on development, and user adoption. He is leading graph database adoption in large enterprises such as Tesla, AstraZeneca, EY, PwC, Lockheed Martin, Lowes, among many other."
140,Neo4j,General,Development,Developer,Full Length Session,"Best Practices, Language-specific",Getting the Most From Today's Java Tooling With Neo4j,"Getting started with Neo4j instance and the Java ecosystem has never been easier than it is today. Be it Spring, Quarkus, or just the plain driver with the CypherDSL, get the latest update on our provided tooling and support in the Java ecosystem. We will have a drive from a basic driver example to a full object mapping supported enterprise application. In the end, you can decide for yourself what abstraction is right for you.",Basic,Gerrit,Meier,Gerrit Meier,"Software Engineer, Neo4j",
141,Stratazon AB,General,GDS-UC,Data Scientists,Full Length Session,"Best Practices, Data Science",Maximizing Your Product Portfolio Exploration With Graph Data Science,"In a world of global expansion and digitalization, businesses have never been more keen to understand their customers. The most trustworthy, untouched, and up-to-date data pipeline to capture that understanding is a currency of the future – customer reviews. By tapping into the stream, businesses can gain access to an ever-growing flood of consumer feedback. But without context, ratings and reviews are merely digits and characters. With graph technology, you can integrate product and brand reviews with transactional data in a tactical context to create tangible and actionable insights. This ultimately facilitates rapid decision-making to create real-time business value.",Basic,Henrik,Johansson,Henrik Johansson,"CTO, Stratazon","Henrik has over 15 years of experience in marketing, tech, and product development. His career has spanned several industries, and he's now one of the founders of Swedish tactical agency Stratazon AB, where he leads tech sprints and facilitates workshops in his role of CTO. His superpower is curiosity and always finding the answers."
144,Viasat,Human Resources,Machine Learning,Data Scientists,Full Length Session,Data Science,Empowering Employees With Graph Technology ,"Viasat's mission is to connect the world. Our rapid growth in response to the needs of a global market presents new challenges around nurturing intracompany connection, collaboration, and communication. To mitigate these challenges, our intranet, Compass, leverages graph, a robust search engine and machine learning tool to create a best-in-class employee experience. As an enabling team at Viasat, we seek out new and innovative ways we can use our data to help us become a more connected company. ",Basic to Intermediate,Leen,Schafer,Leen Schafer,"Chief of Staff, Viasat","Leen is currently Chief of Staff to the CIO and Technical Product Owner of Compass, Viasat's intranet and employee enablement platform. She received her PhD in Bioinformatics and Systems Biology from UCSD, where she focused on machine learning and data science applications and analyses to study stem cell development and early developmental diseases."
146,Neo4j,General,Development,Developer,Lightning Talk,"Apps & APIs, Best Practices, Cloud, Language-specific, Operations",Neo4j in a Microsoft Shop,"In this short session, we will cover the ins and outs of integrating a Neo4j graph database into Microsoft Excel using the Neo4j BI Connector.",Intermediate to Advanced,Richard,Macaskill,Richard Macaskill,,Richard is a Product Manager at Neo4j.
147,EY,General,Knowledge Graph,Developer,Lightning Talk,Knowledge Graphs,"Demystifying Environmental, Social, and Governance (ESG) Reporting With Graphs","Organizations need to identify ESG risks associated with their business practices and act upon them quickly to preserve their brand value and avoid any non-compliance penalties. Organizations today spend substantial efforts on analysis of reporting standards and frameworks (such as SFDR, TCFD, SASB, CDP, and many others) to make sure that they are not violating any ESG compliance standards or any voluntary ESG commitments. Many of these reporting standards are interrelated and share common data elements; closely inspecting relationships of such disclosures through a purpose-built ESG knowledge graph can assist human disclosure reviewers, reduce total manual review efforts, and significantly speed up the time taken to comply with the ever-evolving ESG reporting landscape. In this session, we will show you how to visualize the ESG (Environmental, Social, and Governance) reporting landscape in graphs.",Basic to Intermediate,Harish,Arora,Harish Arora,Managing Director,
148,LARUS Business Automation,General,GDS-Prod,Data Scientists,Full Length Session,Data Science,Exploiting a Feature Store for Graphs on Neo4j,"Reproducibility – both in machine learning and data science – is an emerging theme because you need to repeatedly run your algorithms on different features that can also be obtained with different graph projections to discover which one performs best on a particular dataset. Feature Store is the right tool for this objective. It can manage different versions of point-in-time features for both training and inference phases. We will present a full pipeline, starting with a graph on Neo4j and repeatedly transforming and loading it on Feast while also using Neo4j Graph Data Science to create new features to train a simple neural network. The talk will be organized with the first part on Feature Store and Neo4j's capabilities, and we will end with a notebook to present the full pipeline.",Intermediate to Advanced,Filippo,Minutella,Filippo Minutella,"Chapter Lead of AI, LARUS Business Automation","Filippo Minutella is the Chapter Lead of AI at LARUS Business Automation. He is responsible for identifying and creating solutions based on artificial intelligence. He knows several programming languages, but his favorite is undoubtedly Python, which has great libraries for AI and ML. Filippo is able to work easily with different databases, both SQL and NoSQL."
149,Linkurious,General,GDS-Algo,Data Scientists,Lightning Talk,"Aura, Data Science, Graph Visualization, Knowledge Graphs",Leveraging Graph Analytics for Entity Resolution,"Dealing with data coming from various sources? You've probably experienced the difficulties of consolidating a single view of each entity and avoiding duplicates. In this session, you'll learn concrete tips on how to apply graph analytics to tackle this challenge and power your business with accurate information.",Basic,Huong,Tran,Huong Tran,"Evangelist, Linkurious","Huong has a background in business and marketing. At Linkurious, she has engaged with hundreds of clients interested in applying graph analytics to use cases, such as anti-financial crime, data governance, and cybersecurity. She's passionate about communicating the insights she's learned and engaging with the graph community."
152,Neo4j,General,CoreDB-Prod,Developer,Lightning Talk,"Apps & APIs, Aura, Best Practices, Cypher, Full Stack, Language-specific, Operations, Security",Operating Neo4j Fabric in Multi-Zone Kubernetes Cluster,"In this session, we will show a demo of deploying Neo4j and Fabric via Helm charts, all in a multi-zone Kubernetes cluster. Deploying in a multi-zone cluster is a relatively complex scenario; we will show you how to use Helm charts to their full potential.",Advanced,Bledi,Fleshti,Bledi Fleshti,Software Engineer,Bledi is a Software Engineer at Neo4j.
153,University of Wisconsin-Madison,Biotechnology,Development,Developer,Full Length Session,"Apps & APIs, Cypher, Data Science, Full Stack, Graph Visualization, Language-specific",Building a Graph-Based Full-Stack Solution for Repository-Scale Searching of Biosynthetic Gene Clusters,"Genomics-based bacterial drug discovery is heavily focused on searching for groups of genes that encode for the production of medicinally-useful chemical compounds (e.g. antibiotics, anti-cancer drugs, etc). Finding genes/groups of genes related to those that encode for known chemicals allows us to find genes that encode the production of similar compounds that may have better activity or even completely different clinical uses. However, current tools are limited in their ability to scale past dozens of genomes and/or rely on precalculating predicted groups of genes. In this session, you will learn how I created Socialgene using a unified collection of tools (Neo4j graph database, Python package, Django app, Nextflow pipeline) to enable rapid, flexible searching through large numbers of genes and genomes. While still in the early stages of development, Socialgene has been able to discover related genes and groups of genes in hundreds to thousands of genomes in near real time. My current work is focused on developing a reproducible and robust data-generation, database-creation pipeline, and future plans include creating a repository-scale database through use of the University of Wisconsin-Madison’s Center for High Throughput Computing.",Intermediate to Advanced,Chase,Clark,Chase Clark,Postdoctoral Research Associate,"Chase received his BS (2012) in Biochemistry from Berry College. Following work as an R&D scientist at Deerland Enzymes, he received his PhD (2020) from the University of Illinois at Chicago (UIC) under the guidance of Brian T. Murphy. As an NIH F31 fellow at UIC, he researched bacterial natural products in freshwater sponges and developed the mass spectrometry bioinformatics platform IDBac. In 2020 he joined the Kwan lab at the University of Wisconsin-Madison as a postdoctoral research associate and since June 2021 is a Computation and Informatics in Biology and Medicine (CIBM) fellow. His current research focuses on finding new bacterial natural products using genomics, metagenomics, transcriptomics, etc."
159,Genmab,Healthcare,Customer360,Data Scientists,Lightning Talk,"Data Science, Knowledge Graphs",Getting Medications to Patients With Graphs,"In this session, we'll share our process to becoming a data-driven organization, focused on deeply understanding our patient and physician journey in the context of medical decision-making. Our customer-360 approach unifies seemingly separate real world, marketing, CRM, and social datasets to create the foundation for our analytics strategy. We can understand drivers of patient activity and create the bedrock of our omnichannel recommendation engine by analyzing the connections created in our knowledge graph. Naturally, we obtain our key opinion leaders and influencers in novel ways so we can create a truly unique Genmab interaction with customers.",Basic to Intermediate,Scott,Ogden,Scott Ogden,Head of Commercial Data Science,"Scott is a singer-turned-data-enthusiast who loves working with healthcare leaders to transform patient care. He does this by bringing data into the open into dashboards to enable decisions. In his spare time, he plays with his two cats and one human toddler, who is well on his way to learning graph theory."
163,CSX Technology,Shipping and Logistics,Digital Twin,Developer,Lightning Talk,Apps & APIs,Building the rail network Digital Twin at CSX,"CSX Technology is committed to leveraging the power of graph to maintain equipment state. They have a wealth of operational data for rolling equipment movements (locomotives, railcars, intermodal containers/trailers, and End of Train (EOT) devices). CSX Technology is interested in more accurate and timely equipment associations. In this session, they’ll talk about Locomotive to Train Association (LTA), rolling equipment (railcars to trains, rail stations, customers facilities, railroad interchanges), and roadmap (leveraging locomotive GPS to provide granular shipment updates for associated equipment). You’ll learn about their success story with rolling equipment in the CSX Digital Twin and applying the MERGE keyword to create an immutable graph strategy.",Basic,Nicholas,Jones,Nicholas Jones,Software Engineer I,Nicholas Jones is a Software Engineer at CSX Technology and a train enthusiast. He has worked at CSX Technology for five years. Nicholas has five years of software experience and has been using Neo4j for three years.
164,Neo4j,General,Development,Developer,Lightning Talk,Cypher,Towards GQL 1 — A Property Graph Query Language Standard,,Advanced,Nathalie,Charbel,Nathalie Charbel,Software Engineer,
165,Neo4j,General,Development,Developer,Full Length Session,Language-specific,Toolbelt Trifecta: Connecting to Neo4j with Java and AWS Lambda,"Java, AWS Lambda, Neo4j – one or more of these technologies might be familiar to us, but how do we use them together? In this session, we will take a look at each of these technologies by themselves, and then assemble some code to combine them. We will start with the available example code, and then see how to improve and update that code with the latest and greatest features and efficiencies offered. Through live coding, we will work through the challenges, find answers to questions, and piece together the code. As a result, we will have a working solution for a cloud function in Java that runs a query in Neo4j and returns the results. Join us to combine these technologies for a powerful trifecta!",Intermediate to Advanced,Jennifer,Reif,Jennifer Reif,Developer Advocate,"Jennifer Reif is a Developer Advocate at Neo4j, speaker, and blogger with an MS in CMIS. As an avid developer and problem-solver, she has worked with many businesses and projects to organize and make sense of widespread data assets and leverage them for maximum business value. She has expertise in a variety of commercial and open source tools, and she enjoys learning new technologies, sometimes on a daily basis! Her passion is finding ways to organize chaos and deliver software more effectively."
166,Bayer Pharmaceuticals,General,Machine Learning,Data Scientists,Full Length Session,"Data Science, Language-specific",Novel graph modeling framework for feature importance determination in unsupervised learning,"Not all features are created equal. Hence, feature importance determination is one of the most fundamental problems in machine learning. Most feature importance methods rely on the existence of a target feature (response, output, y) to understand the importance of each feature. But if the target feature is not present and we only have the independent features, then only unsupervised methodologies can be applied and feature importance is not easy to calculate. In this session, a novel graph model methodology is proposed to identify the feature importance of datasets without a target feature. In our proposed approach, the target feature columns of seven datasets were hidden, and their independent feature importance was calculated utilizing the proposed approach and another unsupervised method (Gower Distance). After that, the feature importance was calculated using the full dataset (with the target feature) using commonly used supervised methods (random forest and decision tree algorithms). Finally, the rank of the most impactful features was compared for all methodologies. It was concluded that each algorithm delivered a different variable importance rank that may or may not match with the other’s output, but all the approaches have some level of overlap in variable importance order.",Advanced,Abhishek,Singh,Abhishek Singh,Technical Manager (Digital Health Data Science) at Bayer,"Abhishek Singh is currently Technical Manager of the Digital Health team at Bayer Pharmaceuticals based in Berlin. He is responsible for supporting data science activities, focusing on the implementation of complex machine learning (ML) pipelines based on novel graph modeling. Before joining Bayer, Abhishek worked at Microsoft, JP Morgan, and HSBC as a Data Scientist, focusing on domains like AML (Anti-money laundering), Pre-Sales (L2O), Customer Health, and Product Development (Azure). Abhishek had the opportunity to be a speaker at different ML conferences like MLADS Fall 2020 and INFORMS 2021, where he discussed novel ML technologies and methodologies."
170,BNPP,Financial,GDS-UC,Data Scientists,Full Length Session,Data Science,Incident Root Cause Analysis with Graph,"Banking information systems process various types of transactions and produce heterogeneous data. Such IT data can be used to extract insights and help IT Operations in their daily activities. It is a major need to build data-driven solutions for information system management and support IT Ops. Large scale industries have critical issues and incidents that need to be resolved in a timely manner. Our goal is to provide data science based solutions and ITOps tools to speed up incident root cause analysis and risk assessment. To achieve this, we combine graph techniques and embeddings on unstructured IT data to make complex correlations. Our final solution is based on a recommendation system using graph features to speed up critical issues investigations. This talk shares a use case based on real-world application of graph data science to address IT and business goals.",Intermediate,Cyrine,Kaabachi,Cyrine Kaabachi,Senior Data Scientist,Cyrine Kaabachi is a Senior Data Scientist specializing in Natural Language Processing and Graphs.
171,Bonsai,General,Visualization,Developer,Full Length Session,"Apps & APIs, Graph Visualization",The Customer Journey Is a Graph,"Most marketing analytics tools focus on aggregate views of customer behavior: a webpage had 1000 unique visitors, an email was opened 200 times, a campaign generated 50 new leads. But any marketer will tell you that modern customer behavior is rarely linear. Aggregated analysis can never tell the full story, because the customer journey isn’t a straightforward model – it’s a graph. At Bonsai, we built a marketing analytics platform based on that principle. Using Neo4j, it maps out a business’s touch points and plots the varied paths between them. The Bonsai platform combines Neo4j Bloom and KeyLines by Cambridge Intelligence. Marketers can visualize typical customer journeys and analyze each interaction, its timing and sequence, to understand which links in the chain add incremental value – and which need improving. In this session, we will share our experience at Bonsai of building the platform on Neo4j Bloom and KeyLines, and explain how modeling our data as a graph has transformed the way marketers think about their customer journey. Corey Lanum of Cambridge Intelligence will also demonstrate how graph visualization enhances the platform by making complex customer data accessible and understandable to business users.",Basic to Intermediate,Matt,Butler,Matt Butler,Co-Founder,"With 12 years of experience at Google, Matt was a founding member of Google’s analytical consulting team, developing analytics, statistical forecasting, auction modeling, and machine learning for companies across Consumer Packaged Goods, Retail, and Travel. He went on to lead global technical partnerships before leaving to found Bonsai in February 2020. Bonsai now serves as the modern marketing & business intelligence advisory for growth startups like ThreatConnect and PropSwap, as well as global brands like Nutribullet, Ancestry, and many more."
172,IQVIA,Healthcare,GDS-UC,Data Scientists,Lightning Talk,Data Science,Evaluating Drug Safety Using Graph Databases,"How do we determine whether drugs are safe? Most drug regulators like the FDA and EMA maintain databases of drug adverse event reports, but these only show a small part of the picture. In this session, we will discuss how graph databases can be used to combine this data with real-world evidence (RWE) taken from hospital records, prescriptions, and insurance claims data to give a more complete picture of the safety profile of a drug.",Basic,Zeshan,Ghory,Zeshan Ghory,Product Director,"Zeshan leads the graph analytics practice at IQVIA where his team apply graph-based analytical techniques to a range of problems in the healthcare and life sciences space. Prior to IQVIA, Zeshan was VP of Strategy at Antidote Technologies and has over 15 years of experience building technology products and solutions in the life sciences industry."
173,JupiterOne,General,Security,Developer,Lightning Talk,Security,Starbase:  Graph-Based Security Analysis for Everyone,"Starbase is an open source graph security analysis tool that collects data from external services and stores the collected data in a Neo4j database. Anyone can use it to connect to and ingest data from over 70 third-party systems into a standardized data model. Once ingested, users can perform previously complex queries quickly against the Neo4j database to gain knowledge of potential vulnerabilities. In this presentation, we will consider the value of graph-based security analysis, discuss Starbase, and briefly demonstrate a real-world use case on how data ingested by Starbase can help organizations and individuals protect themselves.",Basic,Adam,Pierson,Adam Pierson,Senior Software Engineer,"Adam Pierson is a Senior Software Engineer at JupiterOne. His diverse experience includes time as an embedded software engineer, a research and development analyst working on adopting emerging technologies within large corporate IT environments, and a developer demonstrating the value of using graph databases to solve complex problems. He is currently on JupiterOne’s Integration team building out data ingestion pipelines into graph databases and supporting the open source Starbase project."
176,TCS,Telecom,GDS-UC,Data Scientists,Full Length Session,"Best Practices, Cloud, Data Science, Graph Visualization, Operations, Security",Graph based Analytics in Telcos - A Crucial Component for 5G enablement,,Basic,Jayshree,Kottapalli,Jayshree Kottapalli,Industry Advisor,
177,Neo4j,General,Operations,Developer,Lightning Talk,"Apps & APIs, Best Practices, Cloud, Cypher, Language-specific, Operations",Live Migration Between the Labs Helm Chart and the New Helm Chart,This session will feature a live migration between the Labs Helm chart and the new Helm chart.,Intermediate to Advanced,Bledi,Fleshti,Bledi Fleshti,Software Engineer,Bledi Fështi serves as a Software Engineer at Neo4j.
178,Adeo,General,Knowledge Graph,Developer,Full Length Session,Knowledge Graphs,Adeo DiY Knowledge Graph,"This session will explore how Adeo improves the experience of its e-commerce sites thanks to the knowledge graph. You’ll learn about the design of the semantic digital platform developed by Adeo, what its main components are, especially the Neo4j knowledge graph, and how they contribute to improving the customer experience of the brand's e-commerce sites.",Basic to Intermediate,Gaëtan,Belbéoc'h,Gaëtan Belbéoc'h,Head of Product - Digital Experience Platform,"Gaëtan Belbeoc'h heads the Online Experience department for the Adeo Group, a team of developers, UX, business experts, and data scientists whose main objective is to facilitate the choice of products and services sold by the brand. With 15 years of experience as an e-commerce director for major brands including L'Oréal and Leroy Merlin - including 5 years in China and 5 years in Brazil - he is passionate about facilitating the customer experience and loves to take on complex challenges with a mix of technical and marketing profiles."
179,Pacific Northwest National Laboratory,Healthcare,Knowledge Graph,Data Scientists,Lightning Talk,"Data Science, Knowledge Graphs",Build a Better Healthcare Chatbot with a Neo4j Knowledge Graph,"The need for automated assistants for healthcare is well-established. Medical providers benefit from an automated assistant who helps to triage patients, summarize changes in a patient’s condition, and suggests possible drugs or procedures. Similar needs arise in home healthcare, where automated assistants connect caregivers and physicians to monitor the patient’s health and review treatment options. Chatbots are seen as a promising technology for such mediation. However, such systems lack the reasoning capabilities required to explain the rationale behind a recommendation and to communicate with the end user. Medical AI systems must understand the relationships between symptoms, medical conditions, drugs, and procedures. These relationships are most naturally represented as a knowledge graph. In this session, we will demonstrate a neural-symbolic reasoning system that builds a symbolic representation of clinical knowledge from multi-modal electronic healthcare records data using a combination of scalable graph data mining and deep learning. We will showcase a natural language interface that allows an end user to interact with the system to identify high-risk patients, review summaries and recommendations, and improve the knowledge graph and models by answering questions.",Intermediate,Khushbu,Agarwal,Khushbu Agarwal,Senior Research Scientist,"Khushbu Agarwal is a senior computer scientist in the Data Sciences and Machine Intelligence group at the Pacific Northwest National Laboratory with over 15 years experience in data analytics. Her primary interests are in deriving actionable knowledge from a large corpus of data using a combination of analytics and deep learning. She has extensive experience working with scalable graph algorithms, time series data, knowledge bases, and machine learning methods, applying them to real-world applications. Recently she has been working on building intelligent medical systems that combine healthcare data such as clinical notes, structured medical codes, lab results, and existing medical knowledge into a unified deep learning framework. In addition, she recently developed methods for transfer learning for reasoning about new and rare diseases. Khushbu also leads the collaboration with the US Department of Veteran Affairs for phenotyping and predicting cardiovascular outcomes."
185,CropIn Technology Solutions,Agriculture,Knowledge Graph,General,Lightning Talk,Knowledge Graphs,Knowledge Graph Representation for Disease Risk Estimation in Crops,"Crop diseases have the potential to cause devastating epidemics in the entire agriculture supply chain. It accounts for an average of more than 40 percent loss in production. Therefore, there is a need to predict the possibility of a disease affecting a crop in the early stage. To address this problem, we are creating a large knowledge graph representation of crops and diseases. The knowledge graph captures all the agronomy knowledge about crops, their diseases, disease symptoms (relationships), and recommendations to prevent these diseases. Therefore, the knowledge graph becomes the backbone of the Artificial Intelligence (AI) based solutions that we are developing for early risk estimation of disease. The agronomy knowledge is extracted from various document sources by using natural language processing operations, and the knowledge graph is built from that. The knowledge graph is also incremented from the huge field data collected in the organization. We are leveraging the power of Neo4j as a tool to build an extensive knowledge graph. The advantage of a knowledge graph is that whole information of crop and disease eco-systems comes in a single representation, and therefore it becomes very easy to scale our solution for any number of crops and diseases.",Intermediate,Jitendra,Kumar,Jitendra Kumar,Product & Innovation Lead,"Jitendra Kumar currently serves as the AI Product and Innovation Lead at CropIn Technology Solutions, solving many interesting and challenging problems of agriculture and sustainability through remote sensing, satellite imaging, and artificial intelligence. Prior to that, Jitendra worked at Continental Automotive Pvt Ltd, India location, solving complex problems of advance driver assistance systems and autonomous driving systems. He has around 17 years of total experience, combining industry and academics. Jitendra has worked in several areas, but most of his experiences are in computer vision. Jitendra has worked extensively in solving complex problems of optical character recognition, such as reading through the symbols and characters on low resolution challenging traffic signs. He has six publications as main author and others as co-author, has submitted two IPs, and mentored more than 25 students for their industry project as intern. Jitendra has been actively involved in academy and industry collaboration, with one of the collaborations being recognized at the national level and widely captured in media. Jitendra received his master’s degree in research from Indian Institute of Technology Madras."
186,ABB Inc,General,CoreDB-UC,Developer,Lightning Talk,Apps & APIs,From Idea to Implementation: Introducing Neo4j Into a Forensic Analytics team,"Discover how a newly-formed Forensic Analytics team at ABB got started on their graph journey. This session will share how the team moved from a vague idea to a critical tool used daily by its members. You’ll learn how the team was able to seamlessly integrate the tool into their existing data pipeline without additional, burdensome overhead.",Basic to intermediate,Thomas,Larsen,Thomas Larsen,Forensic Analytics Manager,"Thomas Larsen has been doing data analytics professionally for over 10 years. Most recently, he formed a Forensic Analytics team in 2021 at ABB, which he continues to lead. He is a newcomer to graph database technology and very excited to see its potential play out as his team embraces it."
188,Flint Hills Resources,General,CoreDB-UC,Developer,Full Length Session,Apps & APIs,Highly Immersive Plant Experience,"The problems we're all trying to solve rarely get simpler, they get more complex. In a world of ever expanding data, the more connected our data is the more easily we can make informed decisions. In operations, having information at your fingertips around who is working on an asset, where it's located, pertinent documentation, and health can help speed up decision-making and decrease errors. Neo4j is helping enable that vision for us, and this talk will explain how.",Basic,Matthew,Wallace,Matthew Wallace,Data Architect Lead,"Matthew Wallace has 10 years of experience working for Flint Hills Resources in a variety of roles. The first few years of his career he spent in software engineering working across financial systems and in-house tooling for IT. He then moved on to research and development, exploring new technologies to help accelerate and push the business forward. In R&D he came upon Neo4j and has been helping the rest of the organization with knowledge and tools to increase the adoption and understanding of graph technologies since."
197,University of Nebraska-Lincoln,Financial,GDS-UC,Data Scientists,Lightning Talk,Data Science,Are Economists Right or Wrong? Connecting Patent Data in Neo4j,"Relationships in and across data are naturally represented by graphs. This is particularly true for patent data, which plays a huge role in economic growth. As economists begin to appreciate the network effects in many economic variables, interest in graphs is increasing. However, graph databases are not widely used in economic research, and many econometricians still rely on data stored in tables. In this talk, we will see how Neo4j supports better inferences from economic variables. Specifically, we will evaluate economists' ideas about the knowledge economy and use Neo4j to verify, support, or reject them using US Patent and Trademark Office (USPTO) data connecting patents, their inventors, and their owners.",Intermediate,Justin,Ho,Justin Ho,Undergraduate Researcher,"Justin Ho is an undergraduate researcher from the University of Nebraska-Lincoln, majoring in economics, computer science, and mathematics. He enjoys the field of computational social sciences, which drew him to graph-based representations of data that model complex relationships that are not captured in tabular data. Justin is especially interested in exploring the strong network effects in economic, financial, and social data. Overall, he loves working with data and deriving inferences from it."
204,University of Urbino Carlo Bo,General,Knowledge Graph,Developer,Full Length Session,Knowledge Graphs,You Are What You Search: How to Create Richer Profiles with a Knowledge Graph,"We live in an age where data is the new fuel for systems. But data is not always enough to represent information. In this session, we examine the importance of semantics and knowledge graphs for creating personal profiles. These profiles link multiple sources using a knowledge graph as the semantic engine. Further, we will see that people are what they search or where they visit, as inspired by Seth Stephen’s book Everybody Lies. This session will integrate the searching patterns from website data as well as user profiles to explain different knowledge graph use cases. We will use Neo4j, Cypher queries, and Python in this session.",Intermediate to Advanced,Siraj,Munir,Siraj Munir,PhD Candidate (Research Scholar),"Siraj Munir is an AI researcher, lecturer, and Ph.D. candidate in computing. He is a long-term advocate for graphs, having used them to solve real-world problems for the last 5 years. Siraj has also published research articles on topics relating to graphs. He sees semantics and data as highly correlated, with graphs as the best way to connect them since graphs are everywhere."
