year,category,overallMotivation,id,firstname,surname,motivation,share
1946,peace,,507,"John R.",Mott,"""for his contribution to the creation of a peace-promoting religious brotherhood across national boundaries""",2
1946,physics,,51,"Percy W.",Bridgman,"""for the invention of an apparatus to produce extremely high pressures and for the discoveries he made therewith in the field of high pressure physics""",1
1946,medicine,,342,"Hermann J.",Muller,"""for the discovery of the production of mutations by means of X-ray irradiation""",1
1945,chemistry,,203,Artturi,Virtanen,"""for his research and inventions in agricultural and nutrition chemistry especially for his fodder preservation method""",1
1945,literature,,615,Gabriela,Mistral,"""for her lyric poetry which inspired by powerful emotions has made her name a symbol of the idealistic aspirations of the entire Latin American world""",1
1945,peace,,505,Cordell,Hull,"""for his indefatigable work for international understanding and his pivotal role in establishing the United Nations""",1
1945,physics,,50,Wolfgang,Pauli,"""for the discovery of the Exclusion Principle also called the Pauli Principle""",1
1945,medicine,,339,"Sir Alexander",Fleming,"""for the discovery of penicillin and its curative effect in various infectious diseases""",3
1945,medicine,,340,"Ernst B.",Chain,"""for the discovery of penicillin and its curative effect in various infectious diseases""",3
1945,medicine,,341,"Sir Howard",Florey,"""for the discovery of penicillin and its curative effect in various infectious diseases""",3
1944,chemistry,,202,Otto,Hahn,"""for his discovery of the fission of heavy nuclei""",1
1944,literature,,614,"Johannes V.",Jensen,"""for the rare strength and fertility of his poetic imagination with which is combined an intellectual curiosity of wide scope and a bold freshly creative style""",1
1944,peace,,482,"International Committee of the Red Cross",,"""for the great work it has performed during the war on behalf of humanity""",1
1944,physics,,49,"Isidor Isaac",Rabi,"""for his resonance method for recording the magnetic properties of atomic nuclei""",1
1944,medicine,,337,Joseph,Erlanger,"""for their discoveries relating to the highly differentiated functions of single nerve fibres""",2
1944,medicine,,338,"Herbert S.",Gasser,"""for their discoveries relating to the highly differentiated functions of single nerve fibres""",2
1943,chemistry,,201,George,"de Hevesy","""for his work on the use of isotopes as tracers in the study of chemical processes""",1
1943,physics,,48,Otto,Stern,"""for his contribution to the development of the molecular ray method and his discovery of the magnetic moment of the proton""",1
1943,medicine,,335,Henrik,Dam,"""for his discovery of vitamin K""",2
1943,medicine,,336,"Edward A.",Doisy,"""for his discovery of the chemical nature of vitamin K""",2
1939,chemistry,,199,Adolf,Butenandt,"""for his work on sex hormones""",2
1939,chemistry,,200,Leopold,Ruzicka,"""for his work on polymethylenes and higher terpenes""",2
1939,literature,,613,"Frans Eemil",Sillanpää,"""for his deep understanding of his country's peasantry and the exquisite art with which he has portrayed their way of life and their relationship with Nature""",1
1939,physics,,47,Ernest,Lawrence,"""for the invention and development of the cyclotron and for results obtained with it especially with regard to artificial radioactive elements""",1
1939,medicine,,334,Gerhard,Domagk,"""for the discovery of the antibacterial effects of prontosil""",1
1938,chemistry,,198,Richard,Kuhn,"""for his work on carotenoids and vitamins""",1
1938,literature,,610,Pearl,Buck,"""for her rich and truly epic descriptions of peasant life in China and for her biographical masterpieces""",1
1938,peace,,503,"Nansen International Office for Refugees",,"""for having carried on the work of Fridtjof Nansen to the benefit of refugees across Europe""",1
1938,physics,,46,Enrico,Fermi,"""for his demonstrations of the existence of new radioactive elements produced by neutron irradiation and for his related discovery of nuclear reactions brought about by slow neutrons""",1
1938,medicine,,333,Corneille,Heymans,"""for the discovery of the role played by the sinus and aortic mechanisms in the regulation of respiration""",1
1937,chemistry,,196,Norman,Haworth,"""for his investigations on carbohydrates and vitamin C""",2
1937,chemistry,,197,Paul,Karrer,"""for his investigations on carotenoids flavins and vitamins A and B2""",2
1937,literature,,609,Roger,"Martin du Gard","""for the artistic power and truth with which he has depicted human conflict as well as some fundamental aspects of contemporary life in his novel-cycle <I>Les Thibault</I>""",1
1937,peace,,502,Robert,Cecil,"""for his tireless effort in support of the League of Nations disarmament and peace""",1
1937,physics,,44,Clinton,Davisson,"""for their experimental discovery of the diffraction of electrons by crystals""",2
1937,physics,,45,"George Paget",Thomson,"""for their experimental discovery of the diffraction of electrons by crystals""",2
1937,medicine,,332,Albert,Szent-Györgyi,"""for his discoveries in connection with the biological combustion processes with special reference to vitamin C and the catalysis of fumaric acid""",1
1936,chemistry,,195,Peter,Debye,"""for his contributions to our knowledge of molecular structure through his investigations on dipole moments and on the diffraction of X-rays and electrons in gases""",1
1936,literature,,608,Eugene,O'Neill,"""for the power honesty and deep-felt emotions of his dramatic works which embody an original concept of tragedy""",1
1936,peace,,501,Carlos,"Saavedra Lamas","""for his role as father of the Argentine Antiwar Pact of 1933 which he also used as a means to mediate peace between Paraguay and Bolivia in 1935""",1
1936,physics,,42,"Victor F.",Hess,"""for his discovery of cosmic radiation""",2
1936,physics,,43,"Carl D.",Anderson,"""for his discovery of the positron""",2
1936,medicine,,330,"Sir Henry",Dale,"""for their discoveries relating to chemical transmission of nerve impulses""",2
1936,medicine,,331,Otto,Loewi,"""for their discoveries relating to chemical transmission of nerve impulses""",2
1935,chemistry,,193,Frédéric,Joliot,"""in recognition of their synthesis of new radioactive elements""",2
1935,chemistry,,194,Irène,Joliot-Curie,"""in recognition of their synthesis of new radioactive elements""",2
1935,peace,,500,Carl,"von Ossietzky","""for his burning love for freedom of thought and expression and his valuable contribution to the cause of peace""",1
1935,physics,,41,James,Chadwick,"""for the discovery of the neutron""",1
1935,medicine,,329,Hans,Spemann,"""for his discovery of the organizer effect in embryonic development""",1
1934,chemistry,,192,"Harold C.",Urey,"""for his discovery of heavy hydrogen""",1
1934,literature,,607,Luigi,Pirandello,"""for his bold and ingenious revival of dramatic and scenic art""",1
1934,peace,,499,Arthur,Henderson,"""for his untiring struggle and his courageous efforts as Chairman of the League of Nations Disarmament Conference 1931-34""",1
1934,medicine,,326,"George H.",Whipple,"""for their discoveries concerning liver therapy in cases of anaemia""",3
1934,medicine,,327,"George R.",Minot,"""for their discoveries concerning liver therapy in cases of anaemia""",3
1934,medicine,,328,"William P.",Murphy,"""for their discoveries concerning liver therapy in cases of anaemia""",3
1933,literature,,606,Ivan,Bunin,"""for the strict artistry with which he has carried on the classical Russian traditions in prose writing""",1
1933,peace,,498,"Sir Norman",Angell,"""for having exposed by his pen the illusion of war and presented a convincing plea for international cooperation and peace""",1
1933,physics,,39,Erwin,Schrödinger,"""for the discovery of new productive forms of atomic theory""",2
1933,physics,,40,"Paul A.M.",Dirac,"""for the discovery of new productive forms of atomic theory""",2
1933,medicine,,325,"Thomas H.",Morgan,"""for his discoveries concerning the role played by the chromosome in heredity""",1
1932,chemistry,,191,Irving,Langmuir,"""for his discoveries and investigations in surface chemistry""",1
1932,literature,,605,John,Galsworthy,"""for his distinguished art of narration which takes its highest form in <I>The Forsyte Saga</I>""",1
1932,physics,,38,Werner,Heisenberg,"""for the creation of quantum mechanics the application of which has inter alia led to the discovery of the allotropic forms of hydrogen""",1
1932,medicine,,323,"Sir Charles",Sherrington,"""for their discoveries regarding the functions of neurons""",2
1932,medicine,,324,Edgar,Adrian,"""for their discoveries regarding the functions of neurons""",2
1931,chemistry,,189,Carl,Bosch,"""in recognition of their contributions to the invention and development of chemical high pressure methods""",2
1931,chemistry,,190,Friedrich,Bergius,"""in recognition of their contributions to the invention and development of chemical high pressure methods""",2
1931,literature,,604,"Erik Axel",Karlfeldt,"""The poetry of Erik Axel Karlfeldt""",1
1931,peace,,496,Jane,Addams,"""for their assiduous effort to revive the ideal of peace and to rekindle the spirit of peace in their own nation and in the whole of mankind""",2
1931,peace,,497,"Nicholas Murray",Butler,"""for their assiduous effort to revive the ideal of peace and to rekindle the spirit of peace in their own nation and in the whole of mankind""",2
1931,medicine,,322,Otto,Warburg,"""for his discovery of the nature and mode of action of the respiratory enzyme""",1
1930,chemistry,,188,Hans,Fischer,"""for his researches into the constitution of haemin and chlorophyll and especially for his synthesis of haemin""",1
1930,literature,,603,Sinclair,Lewis,"""for his vigorous and graphic art of description and his ability to create with wit and humour new types of characters""",1
1930,peace,,495,Nathan,Söderblom,"""for promoting Christian unity and helping create 'that new attitude of mind which is necessary if peace between nations is to become reality'""",1
1930,physics,,37,"Sir Chandrasekhara Venkata",Raman,"""for his work on the scattering of light and for the discovery of the effect named after him""",1
1930,medicine,,321,Karl,Landsteiner,"""for his discovery of human blood groups""",1
1929,chemistry,,186,Arthur,Harden,"""for their investigations on the fermentation of sugar and fermentative enzymes""",2
1929,chemistry,,187,Hans,"von Euler-Chelpin","""for their investigations on the fermentation of sugar and fermentative enzymes""",2
1929,literature,,602,Thomas,Mann,"""principally for his great novel <I>Buddenbrooks</I> which has won steadily increased recognition as one of the classic works of contemporary literature""",1
1929,peace,,494,"Frank B.",Kellogg,"""for his crucial role in bringing about the Briand-Kellogg Pact""",1
1929,physics,,36,Louis,"de Broglie","""for his discovery of the wave nature of electrons""",1
1929,medicine,,319,Christiaan,Eijkman,"""for his discovery of the antineuritic vitamin""",2
1929,medicine,,320,"Sir Frederick",Hopkins,"""for his discovery of the growth-stimulating vitamins""",2
1928,chemistry,,185,Adolf,Windaus,"""for the services rendered through his research into the constitution of the sterols and their connection with the vitamins""",1
1928,literature,,601,Sigrid,Undset,"""principally for her powerful descriptions of Northern life during the Middle Ages""",1
1928,physics,,35,"Owen Willans",Richardson,"""for his work on the thermionic phenomenon and especially for the discovery of the law named after him""",1
1928,medicine,,318,Charles,Nicolle,"""for his work on typhus""",1
1927,chemistry,,184,Heinrich,Wieland,"""for his investigations of the constitution of the bile acids and related substances""",1
1927,literature,,600,Henri,Bergson,"""in recognition of his rich and vitalizing ideas and the brilliant skill with which they have been presented""",1
1927,peace,,492,Ferdinand,Buisson,"""for their contribution to the emergence in France and Germany of a public opinion which favours peaceful international cooperation""",2
1927,peace,,493,Ludwig,Quidde,"""for their contribution to the emergence in France and Germany of a public opinion which favours peaceful international cooperation""",2
1927,physics,,33,"Arthur H.",Compton,"""for his discovery of the effect named after him""",2
1927,physics,,34,C.T.R.,Wilson,"""for his method of making the paths of electrically charged particles visible by condensation of vapour""",2
1927,medicine,,317,Julius,Wagner-Jauregg,"""for his discovery of the therapeutic value of malaria inoculation in the treatment of dementia paralytica""",1
1926,chemistry,,183,The,Svedberg,"""for his work on disperse systems""",1
1926,literature,,597,Grazia,Deledda,"""for her idealistically inspired writings which with plastic clarity picture the life on her native island and with depth and sympathy deal with human problems in general""",1
1926,peace,,490,Aristide,Briand,"""for their crucial role in bringing about the Locarno Treaty""",2
1926,peace,,491,Gustav,Stresemann,"""for their crucial role in bringing about the Locarno Treaty""",2
1926,physics,,32,"Jean Baptiste",Perrin,"""for his work on the discontinuous structure of matter and especially for his discovery of sedimentation equilibrium""",1
1926,medicine,,316,Johannes,Fibiger,"""for his discovery of the Spiroptera carcinoma""",1
1925,chemistry,,182,Richard,Zsigmondy,"""for his demonstration of the heterogenous nature of colloid solutions and for the methods he used which have since become fundamental in modern colloid chemistry""",1
1925,literature,,596,"George Bernard",Shaw,"""for his work which is marked by both idealism and humanity its stimulating satire often being infused with a singular poetic beauty""",1
1925,peace,,488,"Sir Austen",Chamberlain,"""for his crucial role in bringing about the Locarno Treaty""",2
1925,peace,,489,"Charles G.",Dawes,"""for his crucial role in bringing about the Dawes Plan""",2
1925,physics,,30,James,Franck,"""for their discovery of the laws governing the impact of an electron upon an atom""",2
1925,physics,,31,Gustav,Hertz,"""for their discovery of the laws governing the impact of an electron upon an atom""",2
1924,literature,,594,Wladyslaw,Reymont,"""for his great national epic <I>The Peasants</I>""",1
1924,physics,,29,Manne,Siegbahn,"""for his discoveries and research in the field of X-ray spectroscopy""",1
1924,medicine,,315,Willem,Einthoven,"""for his discovery of the mechanism of the electrocardiogram""",1
1923,chemistry,,181,Fritz,Pregl,"""for his invention of the method of micro-analysis of organic substances""",1
1923,literature,,593,"William Butler",Yeats,"""for his always inspired poetry which in a highly artistic form gives expression to the spirit of a whole nation""",1
1923,physics,,28,"Robert A.",Millikan,"""for his work on the elementary charge of electricity and on the photoelectric effect""",1
1923,medicine,,313,"Frederick G.",Banting,"""for the discovery of insulin""",2
1923,medicine,,314,John,Macleod,"""for the discovery of insulin""",2
1922,chemistry,,180,"Francis W.",Aston,"""for his discovery by means of his mass spectrograph of isotopes in a large number of non-radioactive elements and for his enunciation of the whole-number rule""",1
1922,literature,,592,Jacinto,Benavente,"""for the happy manner in which he has continued the illustrious traditions of the Spanish drama""",1
1922,peace,,487,Fridtjof,Nansen,"""for his leading role in the repatriation of prisoners of war in international relief work and as the League of Nations' High Commissioner for refugees""",1
1922,physics,,27,Niels,Bohr,"""for his services in the investigation of the structure of atoms and of the radiation emanating from them""",1
1922,medicine,,311,"Archibald V.",Hill,"""for his discovery relating to the production of heat in the muscle""",2
1922,medicine,,312,Otto,Meyerhof,"""for his discovery of the fixed relationship between the consumption of oxygen and the metabolism of lactic acid in the muscle""",2
1921,chemistry,,179,Frederick,Soddy,"""for his contributions to our knowledge of the chemistry of radioactive substances and his investigations into the origin and nature of isotopes""",1
1921,literature,,590,Anatole,France,"""in recognition of his brilliant literary achievements characterized as they are by a nobility of style a profound human sympathy grace and a true Gallic temperament""",1
1921,peace,,485,Hjalmar,Branting,"""for their lifelong contributions to the cause of peace and organized internationalism""",2
1921,peace,,486,Christian,Lange,"""for their lifelong contributions to the cause of peace and organized internationalism""",2
1921,physics,,26,Albert,Einstein,"""for his services to Theoretical Physics and especially for his discovery of the law of the photoelectric effect""",1
1920,chemistry,,178,Walther,Nernst,"""in recognition of his work in thermochemistry""",1
1920,literature,,589,Knut,Hamsun,"""for his monumental work <I>Growth of the Soil</I>""",1
1920,peace,,484,Léon,Bourgeois,"""for his longstanding contribution to the cause of peace and justice and his prominent role in the establishment of the League of Nations""",1
1920,physics,,25,"Charles Edouard",Guillaume,"""in recognition of the service he has rendered to precision measurements in Physics by his discovery of anomalies in nickel steel alloys""",1
1920,medicine,,310,August,Krogh,"""for his discovery of the capillary motor regulating mechanism""",1
1919,literature,,588,Carl,Spitteler,"""in special appreciation of his epic <I>Olympian Spring</I>""",1
1919,peace,,483,Woodrow,Wilson,"""for his role as founder of the League of Nations""",1
1919,physics,,24,Johannes,Stark,"""for his discovery of the Doppler effect in canal rays and the splitting of spectral lines in electric fields""",1
1919,medicine,,309,Jules,Bordet,"""for his discoveries relating to immunity""",1
1918,chemistry,,177,Fritz,Haber,"""for the synthesis of ammonia from its elements""",1
1918,physics,,23,Max,Planck,"""in recognition of the services he rendered to the advancement of Physics by his discovery of energy quanta""",1
1917,literature,,586,Karl,Gjellerup,"""for his varied and rich poetry which is inspired by lofty ideals""",2
1917,literature,,587,Henrik,Pontoppidan,"""for his authentic descriptions of present-day life in Denmark""",2
1917,peace,,482,"International Committee of the Red Cross",,"""for the efforts to take care of wounded soldiers and prisoners of war and their families""",1
1917,physics,,22,"Charles Glover",Barkla,"""for his discovery of the characteristic R&ouml;ntgen radiation of the elements""",1
1916,literature,,585,Verner,"von Heidenstam","""in recognition of his significance as the leading representative of a new era in our literature""",1
1915,chemistry,,176,Richard,Willstätter,"""for his researches on plant pigments especially chlorophyll""",1
1915,literature,,584,Romain,Rolland,"""as a tribute to the lofty idealism of his literary production and to the sympathy and love of truth with which he has described different types of human beings""",1
1915,physics,,20,William,Bragg,"""for their services in the analysis of crystal structure by means of X-rays""",2
1915,physics,,21,Lawrence,Bragg,"""for their services in the analysis of crystal structure by means of X-rays""",2
1914,chemistry,,175,"Theodore W.",Richards,"""in recognition of his accurate determinations of the atomic weight of a large number of chemical elements""",1
1914,physics,,19,Max,"von Laue","""for his discovery of the diffraction of X-rays by crystals""",1
1914,medicine,,308,Robert,Bárány,"""for his work on the physiology and pathology of the vestibular apparatus""",1
1913,chemistry,,174,Alfred,Werner,"""in recognition of his work on the linkage of atoms in molecules by which he has thrown new light on earlier investigations and opened up new fields of research especially in inorganic chemistry""",1
1913,literature,,583,Rabindranath,Tagore,"""because of his profoundly sensitive fresh and beautiful verse by which with consummate skill he has made his poetic thought expressed in his own English words a part of the literature of the West""",1
1913,peace,,481,Henri,"La Fontaine","""for his unparalleled contribution to the organization of peaceful internationalism""",1
1913,physics,,18,Heike,"Kamerlingh Onnes","""for his investigations on the properties of matter at low temperatures which led inter alia to the production of liquid helium""",1
1913,medicine,,307,Charles,Richet,"""in recognition of his work on anaphylaxis""",1
1912,chemistry,,172,Victor,Grignard,"""for the discovery of the so-called Grignard reagent which in recent years has greatly advanced the progress of organic chemistry""",2
1912,chemistry,,173,Paul,Sabatier,"""for his method of hydrogenating organic compounds in the presence of finely disintegrated metals whereby the progress of organic chemistry has been greatly advanced in recent years""",2
1912,literature,,582,Gerhart,Hauptmann,"""primarily in recognition of his fruitful varied and outstanding production in the realm of dramatic art""",1
1912,peace,,480,Elihu,Root,"""for bringing about better understanding between the countries of North and South America and initiating important arbitration agreements between the United States and other countries""",1
1912,physics,,17,Gustaf,Dalén,"""for his invention of automatic regulators for use in conjunction with gas accumulators for illuminating lighthouses and buoys""",1
1912,medicine,,306,Alexis,Carrel,"""in recognition of his work on vascular suture and the transplantation of blood vessels and organs""",1
1911,chemistry,,6,Marie,Curie,"""in recognition of her services to the advancement of chemistry by the discovery of the elements radium and polonium by the isolation of radium and the study of the nature and compounds of this remarkable element""",1
1911,literature,,581,Maurice,Maeterlinck,"""in appreciation of his many-sided literary activities and especially of his dramatic works which are distinguished by a wealth of imagination and by a poetic fancy which reveals sometimes in the guise of a fairy tale a deep inspiration while in a mysterious way they appeal to the readers' own feelings and stimulate their imaginations""",1
1911,peace,,478,Tobias,Asser,"""for his role as co-founder of the Institut de droit international initiator of the Conferences on International Private Law (Conférences de Droit international privé) at the Hague and pioneer in the field of international legal relations""",2
1911,peace,,479,Alfred,Fried,"""for his effort to expose and fight what he considers to be the main cause of war namely the anarchy in international relations""",2
1911,physics,,16,Wilhelm,Wien,"""for his discoveries regarding the laws governing the radiation of heat""",1
1911,medicine,,305,Allvar,Gullstrand,"""for his work on the dioptrics of the eye""",1
1910,chemistry,,169,Otto,Wallach,"""in recognition of his services to organic chemistry and the chemical industry by his pioneer work in the field of alicyclic compounds""",1
1910,literature,,580,Paul,Heyse,"""as a tribute to the consummate artistry permeated with idealism which he has demonstrated during his long productive career as a lyric poet dramatist novelist and writer of world-renowned short stories""",1
1910,peace,,477,"Permanent International Peace Bureau",,"""for acting as a link between the peace societies of the various countries and helping them to organize the world rallies of the international peace movement""",1
1910,physics,,15,"Johannes Diderik","van der Waals","""for his work on the equation of state for gases and liquids""",1
1910,medicine,,304,Albrecht,Kossel,"""in recognition of the contributions to our knowledge of cell chemistry made through his work on proteins including the nucleic substances""",1
1909,chemistry,,168,Wilhelm,Ostwald,"""in recognition of his work on catalysis and for his investigations into the fundamental principles governing chemical equilibria and rates of reaction""",1
1909,literature,,579,Selma,Lagerlöf,"""in appreciation of the lofty idealism vivid imagination and spiritual perception that characterize her writings""",1
1909,peace,,475,Auguste,Beernaert,"""for their prominent position in the international movement for peace and arbitration""",2
1909,peace,,476,"Paul Henri","d'Estournelles de Constant","""for their prominent position in the international movement for peace and arbitration""",2
1909,physics,,13,Guglielmo,Marconi,"""in recognition of their contributions to the development of wireless telegraphy""",2
1909,physics,,14,Ferdinand,Braun,"""in recognition of their contributions to the development of wireless telegraphy""",2
1909,medicine,,303,Theodor,Kocher,"""for his work on the physiology pathology and surgery of the thyroid gland""",1
1908,chemistry,,167,Ernest,Rutherford,"""for his investigations into the disintegration of the elements and the chemistry of radioactive substances""",1
1908,literature,,578,Rudolf,Eucken,"""in recognition of his earnest search for truth his penetrating power of thought his wide range of vision and the warmth and strength in presentation with which in his numerous works he has vindicated and developed an idealistic philosophy of life""",1
1908,peace,,473,"Klas Pontus",Arnoldson,"""for their long time work for the cause of peace as politicians peace society leaders orators and authors""",2
1908,peace,,474,Fredrik,Bajer,"""for their long time work for the cause of peace as politicians peace society leaders orators and authors""",2
1908,physics,,12,Gabriel,Lippmann,"""for his method of reproducing colours photographically based on the phenomenon of interference""",1
1908,medicine,,301,Ilya,Mechnikov,"""in recognition of their work on immunity""",2
1908,medicine,,302,Paul,Ehrlich,"""in recognition of their work on immunity""",2
1907,chemistry,,166,Eduard,Buchner,"""for his biochemical researches and his discovery of cell-free fermentation""",1
1907,literature,,577,Rudyard,Kipling,"""in consideration of the power of observation originality of imagination virility of ideas and remarkable talent for narration which characterize the creations of this world-famous author""",1
1907,peace,,471,"Ernesto Teodoro",Moneta,"""for his work in the press and in peace meetings both public and private for an understanding between France and Italy""",2
1907,peace,,472,Louis,Renault,"""for his decisive influence upon the conduct and outcome of the Hague and Geneva Conferences""",2
1907,physics,,11,"Albert A.",Michelson,"""for his optical precision instruments and the spectroscopic and metrological investigations carried out with their aid""",1
1907,medicine,,300,Alphonse,Laveran,"""in recognition of his work on the role played by protozoa in causing diseases""",1
1906,chemistry,,165,Henri,Moissan,"""in recognition of the great services rendered by him in his investigation and isolation of the element fluorine and for the adoption in the service of science of the electric furnace called after him""",1
1906,literature,,576,Giosuè,Carducci,"""not only in consideration of his deep learning and critical research but above all as a tribute to the creative energy freshness of style and lyrical force which characterize his poetic masterpieces""",1
1906,peace,,470,Theodore,Roosevelt,"""for his role in bringing to an end the bloody war recently waged between two of the world's great powers Japan and Russia""",1
1906,physics,,10,J.J.,Thomson,"""in recognition of the great merits of his theoretical and experimental investigations on the conduction of electricity by gases""",1
1906,medicine,,298,Camillo,Golgi,"""in recognition of their work on the structure of the nervous system""",2
1906,medicine,,299,Santiago,"Ramón y Cajal","""in recognition of their work on the structure of the nervous system""",2
1905,chemistry,,164,Adolf,"von Baeyer","""in recognition of his services in the advancement of organic chemistry and the chemical industry through his work on organic dyes and hydroaromatic compounds""",1
1905,literature,,575,Henryk,Sienkiewicz,"""because of his outstanding merits as an epic writer""",1
1905,peace,,468,Bertha,"von Suttner","""for her audacity to oppose the horrors of war""",1
1905,physics,,9,Philipp,Lenard,"""for his work on cathode rays""",1
1905,medicine,,297,Robert,Koch,"""for his investigations and discoveries in relation to tuberculosis""",1
1904,chemistry,,163,"Sir William",Ramsay,"""in recognition of his services in the discovery of the inert gaseous elements in air and his determination of their place in the periodic system""",1
1904,literature,,573,Frédéric,Mistral,"""in recognition of the fresh originality and true inspiration of his poetic production which faithfully reflects the natural scenery and native spirit of his people and in addition his significant work as a Proven&ccedil;al philologist""",2
1904,literature,,574,José,Echegaray,"""in recognition of the numerous and brilliant compositions which in an individual and original manner have revived the great traditions of the Spanish drama""",2
1904,peace,,467,"Institute of International Law",,"""for its striving in public law to develop peaceful ties between nations and to make the laws of war more humane""",1
1904,physics,,8,Lord,Rayleigh,"""for his investigations of the densities of the most important gases and for his discovery of argon in connection with these studies""",1
1904,medicine,,296,Ivan,Pavlov,"""in recognition of his work on the physiology of digestion through which knowledge on vital aspects of the subject has been transformed and enlarged""",1
1903,chemistry,,162,Svante,Arrhenius,"""in recognition of the extraordinary services he has rendered to the advancement of chemistry by his electrolytic theory of dissociation""",1
1903,literature,,572,Bjørnstjerne,Bjørnson,"""as a tribute to his noble magnificent and versatile poetry which has always been distinguished by both the freshness of its inspiration and the rare purity of its spirit""",1
1903,peace,,466,Randal,Cremer,"""for his longstanding and devoted effort in favour of the ideas of peace and arbitration""",1
1903,physics,,4,Henri,Becquerel,"""in recognition of the extraordinary services he has rendered by his discovery of spontaneous radioactivity""",2
1903,physics,,5,Pierre,Curie,"""in recognition of the extraordinary services they have rendered by their joint researches on the radiation phenomena discovered by Professor Henri Becquerel""",4
1903,physics,,6,Marie,Curie,"""in recognition of the extraordinary services they have rendered by their joint researches on the radiation phenomena discovered by Professor Henri Becquerel""",4
1903,medicine,,295,"Niels Ryberg",Finsen,"""in recognition of his contribution to the treatment of diseases especially lupus vulgaris with concentrated light radiation whereby he has opened a new avenue for medical science""",1
1902,chemistry,,161,Emil,Fischer,"""in recognition of the extraordinary services he has rendered by his work on sugar and purine syntheses""",1
1902,literature,,571,Theodor,Mommsen,"""the greatest living master of the art of historical writing with special reference to his monumental work <I>A history of Rome</I>""",1
1902,peace,,464,Élie,Ducommun,"""for his untiring and skilful directorship of the Bern Peace Bureau""",2
1902,peace,,465,Albert,Gobat,"""for his eminently practical administration of the Inter-Parliamentary Union""",2
1902,physics,,2,"Hendrik A.",Lorentz,"""in recognition of the extraordinary service they rendered by their researches into the influence of magnetism upon radiation phenomena""",2
1902,physics,,3,Pieter,Zeeman,"""in recognition of the extraordinary service they rendered by their researches into the influence of magnetism upon radiation phenomena""",2
1902,medicine,,294,Ronald,Ross,"""for his work on malaria by which he has shown how it enters the organism and thereby has laid the foundation for successful research on this disease and methods of combating it""",1
1901,chemistry,,160,"Jacobus H.","van 't Hoff","""in recognition of the extraordinary services he has rendered by the discovery of the laws of chemical dynamics and osmotic pressure in solutions""",1
1901,literature,,569,Sully,Prudhomme,"""in special recognition of his poetic composition which gives evidence of lofty idealism artistic perfection and a rare combination of the qualities of both heart and intellect""",1
1901,peace,,462,Henry,Dunant,"""for his humanitarian efforts to help wounded soldiers and create international understanding""",2
1901,peace,,463,Frédéric,Passy,"""for his lifelong work for international peace conferences diplomacy and arbitration""",2
1901,physics,,1,"Wilhelm Conrad",Röntgen,"""in recognition of the extraordinary services he has rendered by the discovery of the remarkable rays subsequently named after him""",1
1901,medicine,,293,Emil,"von Behring","""for his work on serum therapy especially its application against diphtheria by which he has opened a new road in the domain of medical science and thereby placed in the hands of the physician a victorious weapon against illness and deaths""",1
