awardYear,category,categoryFullName,sortOrder,portion,prizeAmount,prizeAmountAdjusted,dateAwarded,prizeStatus,motivation,categoryTopMotivation,award_link,id,name,knownName,givenName,familyName,fullName,penName,gender,laureate_link,birth_date,birth_city,birth_cityNow,birth_continent,birth_country,birth_countryNow,birth_locationString,death_date,death_city,death_cityNow,death_continent,death_country,death_countryNow,death_locationString,orgName,nativeName,acronym,org_founded_date,org_founded_city,org_founded_cityNow,org_founded_continent,org_founded_country,org_founded_countryNow,org_founded_locationString,ind_or_org,residence_1,residence_2,affiliation_1,affiliation_2,affiliation_3,affiliation_4
2012,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,1,1/2,8000000,8361204,,received,for the discovery that mature cells can be reprogrammed to become pluripotent,,https://masterdataapi.nobelprize.org/2/nobelPrize/med/2012,874,Sir John B. Gurdon,Sir John B. Gurdon,Sir John B.,Gurdon,Sir John B. Gurdon,,male,http://masterdataapi.nobelprize.org/2/laureate/874,1933-10-02,Dippenhall,Dippenhall,Europe,United Kingdom,United Kingdom,"Dippenhall, United Kingdom",,,,,,,,,,,,,,,,,,Individual,,,"Gurdon Institute, Cambridge, United Kingdom",,,
1963,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,1,1/3,265000,2839286,,received,for their discoveries concerning the ionic mechanisms involved in excitation and inhibition in the peripheral and central portions of the nerve cell membrane,,https://masterdataapi.nobelprize.org/2/nobelPrize/med/1963,375,Sir John Eccles,Sir John Eccles,Sir John,Eccles,Sir John Carew Eccles,,male,http://masterdataapi.nobelprize.org/2/laureate/375,1903-01-27,Melbourne,Melbourne,Oceania,Australia,Australia,"Melbourne, Australia",1997-05-02,Contra,Contra,Europe,Switzerland,Switzerland,"Contra, Switzerland",,,,,,,,,,,Individual,,,"Australian National University, Canberra, Australia",,,
2007,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,2,1/3,10000000,11301989,2007-10-08,received,for their discoveries of principles for introducing specific gene modifications in mice by the use of embryonic stem cells,,https://masterdataapi.nobelprize.org/2/nobelPrize/med/2007,812,Sir Martin J. Evans,Sir Martin J. Evans,Sir Martin J.,Evans,Sir Martin J. Evans,,male,http://masterdataapi.nobelprize.org/2/laureate/812,1941-01-01,Stroud,Stroud,Europe,United Kingdom,United Kingdom,"Stroud, United Kingdom",,,,,,,,,,,,,,,,,,Individual,,,"Cardiff University, Cardiff, United Kingdom",,,
1977,Physics,The Nobel Prize in Physics,2,1/3,700000,3080986,1977-10-11,received,for their fundamental theoretical investigations of the electronic structure of magnetic and disordered systems,,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1977,108,Sir Nevill F. Mott,Sir Nevill F. Mott,Sir Nevill F.,Mott,Sir Nevill Francis Mott,,male,http://masterdataapi.nobelprize.org/2/laureate/108,1905-09-30,Leeds,Leeds,Europe,United Kingdom,United Kingdom,"Leeds, United Kingdom",1996-08-08,Milton Keynes,Milton Keynes,Europe,United Kingdom,United Kingdom,"Milton Keynes, United Kingdom",,,,,,,,,,,Individual,,,"University of Cambridge, Cambridge, United Kingdom",,,
1933,Peace,The Nobel Peace Prize,1,1,170332,5413093,1934-12-10,received,for having exposed by his pen the illusion of war and presented a convincing plea for international cooperation and peace,,https://masterdataapi.nobelprize.org/2/nobelPrize/pea/1933,498,Sir Norman Angell,Sir Norman Angell,Sir Norman,Angell,Sir Norman Angell (Ralph Lane),,male,http://masterdataapi.nobelprize.org/2/laureate/498,1872-12-26,Holbeach,Holbeach,Europe,United Kingdom,United Kingdom,"Holbeach, United Kingdom",1967-10-07,Croydon,Croydon,Europe,United Kingdom,United Kingdom,"Croydon, United Kingdom",,,,,,,,,,,Individual,United Kingdom,,,,,
2001,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,3,1/3,10000000,12295082,2001-10-08,received,for their discoveries of key regulators of the cell cycle,,https://masterdataapi.nobelprize.org/2/nobelPrize/med/2001,737,Sir Paul Nurse,Sir Paul Nurse,Sir Paul,Nurse,Sir Paul M. Nurse,,male,http://masterdataapi.nobelprize.org/2/laureate/737,1949-01-25,Norwich,Norwich,Europe,United Kingdom,United Kingdom,"Norwich, United Kingdom",,,,,,,,,,,,,,,,,,Individual,,,"Imperial Cancer Research Fund, London, United Kingdom",,,
2019,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,2,1/3,9000000,9000000,2019-10-07,received,for their discoveries of how cells sense and adapt to oxygen availability,,https://masterdataapi.nobelprize.org/2/nobelPrize/med/2019,971,Sir Peter J. Ratcliffe,Sir Peter J. Ratcliffe,Peter,Ratcliffe,Sir Peter J. Ratcliffe,,male,http://masterdataapi.nobelprize.org/2/laureate/971,1954-05-14,Lancashire,Lancashire,Europe,United Kingdom,United Kingdom,"Lancashire, United Kingdom",,,,,,,,,,,,,,,,,,Individual,,,"University of Oxford, Oxford, United Kingdom","Francis Crick Institute, London, United Kingdom",,
2003,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,2,1/2,10000000,11807305,2003-10-06,received,for their discoveries concerning magnetic resonance imaging,,https://masterdataapi.nobelprize.org/2/nobelPrize/med/2003,765,Sir Peter Mansfield,Sir Peter Mansfield,Sir Peter,Mansfield,Sir Peter Mansfield,,male,http://masterdataapi.nobelprize.org/2/laureate/765,1933-10-09,London,London,Europe,United Kingdom,United Kingdom,"London, United Kingdom",2017-02-08,,,,,,N/A,,,,,,,,,,,Individual,,,"University of Nottingham, School of Physics and Astronomy, Nottingham, United Kingdom",,,
1947,Chemistry,The Nobel Prize in Chemistry,1,1,146115,2914528,,received,"for his investigations on plant products of biological importance, especially the alkaloids",,https://masterdataapi.nobelprize.org/2/nobelPrize/che/1947,207,Sir Robert Robinson,Sir Robert Robinson,Sir Robert,Robinson,Sir Robert Robinson,,male,http://masterdataapi.nobelprize.org/2/laureate/207,1886-09-13,"Rufford, near Chesterfield","Rufford, near Chesterfield",Europe,United Kingdom,United Kingdom,"Rufford, near Chesterfield, United Kingdom",1975-02-08,Great Missenden,Great Missenden,Europe,United Kingdom,United Kingdom,"Great Missenden, United Kingdom",,,,,,,,,,,Individual,,,"University of Oxford, Oxford, United Kingdom",,,
1904,Chemistry,The Nobel Prize in Chemistry,1,1,140859,7767960,,received,"in recognition of his services in the discovery of the inert gaseous elements in air, and his determination of their place in the periodic system",,https://masterdataapi.nobelprize.org/2/nobelPrize/che/1904,163,Sir William Ramsay,Sir William Ramsay,Sir William,Ramsay,Sir William Ramsay,,male,http://masterdataapi.nobelprize.org/2/laureate/163,1852-10-02,Glasgow,Glasgow,Europe,Scotland,Scotland,"Glasgow, Scotland",1916-07-23,High Wycombe,High Wycombe,Europe,United Kingdom,United Kingdom,"High Wycombe, United Kingdom",,,,,,,,,,,Individual,,,"University College, London, United Kingdom",,,
1972,Chemistry,The Nobel Prize in Chemistry,2,1/4,480000,3345725,,received,for their contribution to the understanding of the connection between chemical structure and catalytic activity of the active centre of the ribonuclease molecule,,https://masterdataapi.nobelprize.org/2/nobelPrize/che/1972,242,Stanford Moore,Stanford Moore,Stanford,Moore,Stanford Moore,,male,http://masterdataapi.nobelprize.org/2/laureate/242,1913-09-04,"Chicago, IL","Chicago, IL",North America,USA,USA,"Chicago, IL, USA",1982-08-23,"New York, NY","New York, NY",North America,USA,USA,"New York, NY, USA",,,,,,,,,,,Individual,,,"Rockefeller University, New York, NY, USA",,,
1997,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,1,1,7500000,9572839,1997-10-06,received,for his discovery of Prions - a new biological principle of infection,,https://masterdataapi.nobelprize.org/2/nobelPrize/med/1997,457,Stanley B. Prusiner,Stanley B. Prusiner,Stanley B.,Prusiner,Stanley B. Prusiner,,male,http://masterdataapi.nobelprize.org/2/laureate/457,1942-05-28,"Des Moines, IA","Des Moines, IA",North America,USA,USA,"Des Moines, IA, USA",,,,,,,,,,,,,,,,,,Individual,,,"University of California School of Medicine, San Francisco, CA, USA",,,
1986,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,1,1/2,2000000,4098361,,received,for their discoveries of growth factors,,https://masterdataapi.nobelprize.org/2/nobelPrize/med/1986,434,Stanley Cohen,Stanley Cohen,Stanley,Cohen,Stanley Cohen,,male,http://masterdataapi.nobelprize.org/2/laureate/434,1922-11-17,"Brooklyn, NY","Brooklyn, NY",North America,USA,USA,"Brooklyn, NY, USA",2020-02-05,"Nashville, TN","Nashville, TN",North America,USA,USA,"Nashville, TN, USA",,,,,,,,,,,Individual,,,"Vanderbilt University School of Medicine, Nashville, TN, USA",,,
2014,Chemistry,The Nobel Prize in Chemistry,2,1/3,8000000,8379888,2014-10-08,received,for the development of super-resolved fluorescence microscopy,,https://masterdataapi.nobelprize.org/2/nobelPrize/che/2014,910,Stefan W. Hell,Stefan W. Hell,Stefan W.,Hell,Stefan W. Hell,,male,http://masterdataapi.nobelprize.org/2/laureate/910,1962-12-23,Arad,Arad,Europe,Romania,Romania,"Arad, Romania",,,,,,,,,,,,,,,,,,Individual,,,"Max Planck Institute for Biophysical Chemistry, Göttingen, Germany","German Cancer Research Center, Heidelberg, Germany",,
1997,Physics,The Nobel Prize in Physics,1,1/3,7500000,9572839,1997-10-15,received,for development of methods to cool and trap atoms with laser light,,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1997,152,Steven Chu,Steven Chu,Steven,Chu,Steven Chu,,male,http://masterdataapi.nobelprize.org/2/laureate/152,1948-02-28,"St. Louis, MO","St. Louis, MO",North America,USA,USA,"St. Louis, MO, USA",,,,,,,,,,,,,,,,,,Individual,,,"Stanford University, Stanford, CA, USA",,,
1979,Physics,The Nobel Prize in Physics,3,1/3,800000,2988048,1979-10-15,received,"for their contributions to the theory of the unified weak and electromagnetic interaction between elementary particles, including, inter alia, the prediction of the weak neutral current",,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1979,115,Steven Weinberg,Steven Weinberg,Steven,Weinberg,Steven Weinberg,,male,http://masterdataapi.nobelprize.org/2/laureate/115,1933-05-03,"New York, NY","New York, NY",North America,USA,USA,"New York, NY, USA",,,,,,,,,,,,,,,,,,Individual,,,"Harvard University, Cambridge, MA, USA",,,
1983,Physics,The Nobel Prize in Physics,1,1/2,1500000,3715324,1983-10-19,received,for his theoretical studies of the physical processes of importance to the structure and evolution of the stars,,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1983,122,Subramanyan Chandrasekhar,Subramanyan Chandrasekhar,Subramanyan,Chandrasekhar,Subramanyan Chandrasekhar,,male,http://masterdataapi.nobelprize.org/2/laureate/122,1910-10-19,Lahore,Lahore,Asia,India,Pakistan,"Lahore, India (now Pakistan)",1995-08-21,"Chicago, IL","Chicago, IL",North America,USA,USA,"Chicago, IL, USA",,,,,,,,,,,Individual,,,"University of Chicago, Chicago, IL, USA",,,
1901,Literature,The Nobel Prize in  Literature,1,1,150782,8567159,,received,"in special recognition of his poetic composition, which gives evidence of lofty idealism, artistic perfection and a rare combination of the qualities of both heart and intellect",,https://masterdataapi.nobelprize.org/2/nobelPrize/lit/1901,569,Sully Prudhomme,Sully Prudhomme,Sully,Prudhomme,Sully Prudhomme,(pen-name of René François Armand Prudhomme),male,http://masterdataapi.nobelprize.org/2/laureate/569,1839-03-16,Paris,Paris,Europe,France,France,"Paris, France",1907-09-07,Châtenay,Châtenay,Europe,France,France,"Châtenay, France",,,,,,,,,,,Individual,France,,,,,
1982,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,1,1/3,1150000,3102518,1982-10-11,received,for their discoveries concerning prostaglandins and related biologically active substances,,https://masterdataapi.nobelprize.org/2/nobelPrize/med/1982,425,Sune K. Bergström,Sune K. Bergström,Sune K.,Bergström,Sune K. Bergström,,male,http://masterdataapi.nobelprize.org/2/laureate/425,1916-01-10,Stockholm,Stockholm,Europe,Sweden,Sweden,"Stockholm, Sweden",2004-08-15,Stockholm,Stockholm,Europe,Sweden,Sweden,"Stockholm, Sweden",,,,,,,,,,,Individual,,,"Karolinska Institutet, Stockholm, Sweden",,,
1987,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,1,1,2175000,4274764,,received,for his discovery of the genetic principle for generation of antibody diversity,,https://masterdataapi.nobelprize.org/2/nobelPrize/med/1987,436,Susumu Tonegawa,Susumu Tonegawa,Susumu,Tonegawa,Susumu Tonegawa,,male,http://masterdataapi.nobelprize.org/2/laureate/436,1939-09-05,Nagoya,Nagoya,Asia,Japan,Japan,"Nagoya, Japan",,,,,,,,,,,,,,,,,,Individual,,,"Massachusetts Institute of Technology (MIT), Cambridge, MA, USA",,,
1903,Chemistry,The Nobel Prize in Chemistry,1,1,141358,7795478,,received,in recognition of the extraordinary services he has rendered to the advancement of chemistry by his electrolytic theory of dissociation,,https://masterdataapi.nobelprize.org/2/nobelPrize/che/1903,162,Svante Arrhenius,Svante Arrhenius,Svante,Arrhenius,Svante August Arrhenius,,male,http://masterdataapi.nobelprize.org/2/laureate/162,1859-02-19,Vik,Vik,Europe,Sweden,Sweden,"Vik, Sweden",1927-10-02,Stockholm,Stockholm,Europe,Sweden,Sweden,"Stockholm, Sweden",,,,,,,,,,,Individual,,,"Stockholm University, Stockholm, Sweden",,,
2015,Literature,The Nobel Prize in  Literature,1,1,8000000,8384572,2015-10-08,received,"for her polyphonic writings, a monument to suffering and courage in our time",,https://masterdataapi.nobelprize.org/2/nobelPrize/lit/2015,924,Svetlana Alexievich,Svetlana Alexievich,Svetlana,Alexievich,Svetlana Alexievich,,female,http://masterdataapi.nobelprize.org/2/laureate/924,1948-05-31,Ivano-Frankivsk,Ivano-Frankivsk,Europe,Ukraine,Ukraine,"Ivano-Frankivsk, Ukraine",,,,,,,,,,,,,,,,,,Individual,Belarus,,,,,
2002,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,1,1/3,10000000,12034660,2002-10-07,received,for their discoveries concerning genetic regulation of organ development and programmed cell death',,https://masterdataapi.nobelprize.org/2/nobelPrize/med/2002,750,Sydney Brenner,Sydney Brenner,Sydney,Brenner,Sydney Brenner,,male,http://masterdataapi.nobelprize.org/2/laureate/750,1927-01-13,Germiston,Germiston,Africa,South Africa,South Africa,"Germiston, South Africa",2019-04-05,,,Asia,Singapore,Singapore,Singapore,,,,,,,,,,,Individual,,,"The Molecular Sciences Institute, Berkeley, CA, USA",,,
1948,Literature,The Nobel Prize in  Literature,1,1,159773,3056881,,received,"for his outstanding, pioneer contribution to present-day poetry",,https://masterdataapi.nobelprize.org/2/nobelPrize/lit/1948,619,T.S. Eliot,T.S. Eliot,T.S.,Eliot,Thomas Stearns Eliot,,male,http://masterdataapi.nobelprize.org/2/laureate/619,1888-09-26,"St. Louis, MO","St. Louis, MO",North America,USA,USA,"St. Louis, MO, USA",1965-01-04,London,London,Europe,United Kingdom,United Kingdom,"London, United Kingdom",,,,,,,,,,,Individual,United Kingdom,,,,,
1950,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,2,1/3,164304,3050198,,received,"for their discoveries relating to the hormones of the adrenal cortex, their structure and biological effects",,https://masterdataapi.nobelprize.org/2/nobelPrize/med/1950,350,Tadeus Reichstein,Tadeus Reichstein,Tadeus,Reichstein,Tadeus Reichstein,,male,http://masterdataapi.nobelprize.org/2/laureate/350,1897-07-20,Wloclawek,Wloclawek,Europe,Poland,Poland,"Wloclawek, Poland",1996-08-01,Basel,Basel,Europe,Switzerland,Switzerland,"Basel, Switzerland",,,,,,,,,,,Individual,,,"Basel University, Basel, Switzerland",,,
2015,Physics,The Nobel Prize in Physics,1,1/2,8000000,8384572,2015-10-06,received,"for the discovery of neutrino oscillations, which shows that neutrinos have mass",,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/2015,919,Takaaki Kajita,Takaaki Kajita,Takaaki,Kajita,Takaaki Kajita,,male,http://masterdataapi.nobelprize.org/2/laureate/919,1959-03-09,Higashimatsuyama,Higashimatsuyama,Asia,Japan,Japan,"Higashimatsuyama, Japan",,,,,,,,,,,,,,,,,,Individual,,,"University of Tokyo, Kashiwa, Japan",,,
2018,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,2,1/2,9000000,9000000,,received,for their discovery of cancer therapy by inhibition of negative immune regulation,,https://masterdataapi.nobelprize.org/2/nobelPrize/med/2018,959,Tasuku Honjo,Tasuku Honjo,Tasuku,Honjo,Tasuku Honjo,,male,http://masterdataapi.nobelprize.org/2/laureate/959,1942-01-27,Kyoto,Kyoto,Asia,Japan,Japan,"Kyoto, Japan",,,,,,,,,,,,,,,,,,Individual,,,"Kyoto University, Kyoto, Japan",,,
2011,Peace,The Nobel Peace Prize,3,1/3,10000000,10545557,2011-10-07,received,for their non-violent struggle for the safety of women and for womens rights to full participation in peace-building work,,https://masterdataapi.nobelprize.org/2/nobelPrize/pea/2011,871,Tawakkol Karman,Tawakkol Karman,Tawakkol,Karman,Tawakkol Karman,,female,http://masterdataapi.nobelprize.org/2/laureate/871,1979-02-07,Ta'izz,Ta'izz,Asia,Yemen,Yemen,"Ta'izz, Yemen",,,,,,,,,,,,,,,,,,Individual,Yemen,,,,,
1989,Peace,The Nobel Peace Prize,1,1,3000000,5242311,1989-10-05,received,for advocating peaceful solutions based upon tolerance and mutual respect in order to preserve the historical and cultural heritage of his people,,https://masterdataapi.nobelprize.org/2/nobelPrize/pea/1989,551,The 14th Dalai Lama ,The 14th Dalai Lama ,Lhamo,Thondup,The 14th Dalai Lama (Tenzin Gyatso) ,,male,http://masterdataapi.nobelprize.org/2/laureate/551,1935-07-06,Taktser,Taktser,Asia,Tibet,China,"Taktser, Tibet (now China)",,,,,,,,,,,,,,,,,,Individual,India,,,,,
1926,Chemistry,The Nobel Prize in Chemistry,1,1,116960,3273134,,received,for his work on disperse systems,,https://masterdataapi.nobelprize.org/2/nobelPrize/che/1926,183,The Svedberg,The Svedberg,The,Svedberg,The (Theodor) Svedberg,,male,http://masterdataapi.nobelprize.org/2/laureate/183,1884-08-30,Fleräng,Fleräng,Europe,Sweden,Sweden,"Fleräng, Sweden",1971-02-25,Örebro,Örebro,Europe,Sweden,Sweden,"Örebro, Sweden",,,,,,,,,,,Individual,,,"Uppsala University, Uppsala, Sweden",,,
1909,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,1,1,139800,7084459,,received,"for his work on the physiology, pathology and surgery of the thyroid gland",,https://masterdataapi.nobelprize.org/2/nobelPrize/med/1909,303,Theodor Kocher,Theodor Kocher,Theodor,Kocher,Emil Theodor Kocher,,male,http://masterdataapi.nobelprize.org/2/laureate/303,1841-08-25,Bern,Bern,Europe,Switzerland,Switzerland,"Bern, Switzerland",1917-07-27,Bern,Bern,Europe,Switzerland,Switzerland,"Bern, Switzerland",,,,,,,,,,,Individual,,,"Berne University, Bern, Switzerland",,,
1902,Literature,The Nobel Prize in  Literature,1,1,141847,8059489,,received,"the greatest living master of the art of historical writing, with special reference to his monumental work, <I>A history of Rome</I>",,https://masterdataapi.nobelprize.org/2/nobelPrize/lit/1902,571,Theodor Mommsen,Theodor Mommsen,Theodor,Mommsen,Christian Matthias Theodor Mommsen,,male,http://masterdataapi.nobelprize.org/2/laureate/571,1817-11-30,Garding,Garding,Europe,Schleswig,Germany,"Garding, Schleswig (now Germany)",1903-11-01,Charlottenburg,Charlottenburg,Europe,Germany,Germany,"Charlottenburg, Germany",,,,,,,,,,,Individual,Germany,,,,,
2005,Physics,The Nobel Prize in Physics,3,1/4,10000000,11711430,2005-10-04,received,"for their contributions to the development of laser-based precision spectroscopy, including the optical frequency comb technique",,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/2005,793,Theodor W. Hänsch,Theodor W. Hänsch,Theodor W.,Hänsch,Theodor W. Hänsch,,male,http://masterdataapi.nobelprize.org/2/laureate/793,1941-10-30,Heidelberg,Heidelberg,Europe,Germany,Germany,"Heidelberg, Germany",,,,,,,,,,,,,,,,,,Individual,,,"Max-Planck-Institut für Quantenoptik, Garching, Germany","Ludwig-Maximilians- Universität, Munich, Germany",,
1906,Peace,The Nobel Peace Prize,1,1,138536,7421571,1906-12-10,received,"for his role in bringing to an end the bloody war recently waged between two of the world's great powers, Japan and Russia",,https://masterdataapi.nobelprize.org/2/nobelPrize/pea/1906,470,Theodore Roosevelt,Theodore Roosevelt,Theodore,Roosevelt,Theodore Roosevelt Jr,,male,http://masterdataapi.nobelprize.org/2/laureate/470,1858-10-27,"New York, NY","New York, NY",North America,USA,USA,"New York, NY, USA",1919-01-06,"Oyster Bay, NY","Oyster Bay, NY",North America,USA,USA,"Oyster Bay, NY, USA",,,,,,,,,,,Individual,USA,,,,,
1914,Chemistry,The Nobel Prize in Chemistry,1,1,146900,7062500,1915-11-11,received,in recognition of his accurate determinations of the atomic weight of a large number of chemical elements,,https://masterdataapi.nobelprize.org/2/nobelPrize/che/1914,175,Theodore W. Richards,Theodore W. Richards,Theodore W.,Richards,Theodore William Richards,,male,http://masterdataapi.nobelprize.org/2/laureate/175,1868-01-31,"Germantown, PA","Germantown, PA",North America,USA,USA,"Germantown, PA, USA",1928-04-02,"Cambridge, MA","Cambridge, MA",North America,USA,USA,"Cambridge, MA, USA",,,,,,,,,,,Individual,,,"Harvard University, Cambridge, MA, USA",,,
1979,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,1,1/2,800000,2988048,1979-10-16,received,for their pioneering research into economic development research with particular consideration of the problems of developing countries,,https://masterdataapi.nobelprize.org/2/nobelPrize/eco/1979,692,Theodore W. Schultz,Theodore W. Schultz,Theodore W.,Schultz,Theodore W. Schultz,,male,http://masterdataapi.nobelprize.org/2/laureate/692,1902-04-30,"Arlington, SD","Arlington, SD",North America,USA,USA,"Arlington, SD, USA",1998-02-26,"Evanston, IL","Evanston, IL",North America,USA,USA,"Evanston, IL, USA",,,,,,,,,,,Individual,,,"University of Chicago, Chicago, IL, USA",,,
2009,Chemistry,The Nobel Prize in Chemistry,2,1/3,10000000,10958504,2009-10-07,received,for studies of the structure and function of the ribosome,,https://masterdataapi.nobelprize.org/2/nobelPrize/che/2009,842,Thomas A. Steitz,Thomas A. Steitz,Thomas A.,Steitz,Thomas A. Steitz,,male,http://masterdataapi.nobelprize.org/2/laureate/842,1940-08-23,"Milwaukee, WI","Milwaukee, WI",North America,USA,USA,"Milwaukee, WI, USA",2018-08-23,"Branford, CT","Branford, CT",North America,USA,USA,"Branford, CT, USA",,,,,,,,,,,Individual,,,"Yale University, New Haven, CT, USA","Howard Hughes Medical Institute, N/A",,
2005,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,2,1/2,10000000,11711430,2005-10-10,received,for having enhanced our understanding of conflict and cooperation through game-theory analysis,,https://masterdataapi.nobelprize.org/2/nobelPrize/eco/2005,800,Thomas C. Schelling,Thomas C. Schelling,Thomas C.,Schelling,Thomas C. Schelling,,male,http://masterdataapi.nobelprize.org/2/laureate/800,1921-04-14,"Oakland, CA","Oakland, CA",North America,USA,USA,"Oakland, CA, USA",2016-12-13,"Bethesda, MD","Bethesda, MD",North America,USA,USA,"Bethesda, MD, USA",,,,,,,,,,,Individual,,,"University of Maryland, Department of Economics and School of Public Policy, College Park, MD, USA",,,
2013,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,3,1/3,8000000,8365867,,received,"for their discoveries of machinery regulating vesicle traffic, a major transport system in our cells",,https://masterdataapi.nobelprize.org/2/nobelPrize/med/2013,886,Thomas C. Südhof,Thomas C. Südhof,Thomas C.,Südhof,Thomas C. Südhof,,male,http://masterdataapi.nobelprize.org/2/laureate/886,1955-12-22,Göttingen,Göttingen,Europe,Germany,Germany,"Göttingen, Germany",,,,,,,,,,,,,,,,,,Individual,,,"Stanford University, Stanford, CA, USA","Howard Hughes Medical Institute, N/A",,
1933,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,1,1,170332,5413093,,received,for his discoveries concerning the role played by the chromosome in heredity,,https://masterdataapi.nobelprize.org/2/nobelPrize/med/1933,325,Thomas H. Morgan,Thomas H. Morgan,Thomas H.,Morgan,Thomas Hunt Morgan,,male,http://masterdataapi.nobelprize.org/2/laureate/325,1866-09-25,"Lexington, KY","Lexington, KY",North America,USA,USA,"Lexington, KY, USA",1945-12-04,"Pasadena, CA","Pasadena, CA",North America,USA,USA,"Pasadena, CA, USA",,,,,,,,,,,Individual,,,"California Institute of Technology (Caltech), Pasadena, CA, USA",,,
1954,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,2,1/3,181647,2640218,,received,for their discovery of the ability of poliomyelitis viruses to grow in cultures of various types of tissue,,https://masterdataapi.nobelprize.org/2/nobelPrize/med/1954,357,Thomas H. Weller,Thomas H. Weller,Thomas H.,Weller,Thomas Huckle Weller,,male,http://masterdataapi.nobelprize.org/2/laureate/357,1915-06-15,"Ann Arbor, MI","Ann Arbor, MI",North America,USA,USA,"Ann Arbor, MI, USA",2008-08-23,"Needham, MA","Needham, MA",North America,USA,USA,"Needham, MA, USA",,,,,,,,,,,Individual,,,"Research Division of Infectious Diseases, Children's Medical Center, Boston, MA, USA",,,
2011,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,1,1/2,10000000,10545557,2011-10-10,received,for their empirical research on cause and effect in the macroeconomy,,https://masterdataapi.nobelprize.org/2/nobelPrize/eco/2011,872,Thomas J. Sargent,Thomas J. Sargent,Thomas J.,Sargent,Thomas J. Sargent,,male,http://masterdataapi.nobelprize.org/2/laureate/872,1943-07-19,"Pasadena, CA","Pasadena, CA",North America,USA,USA,"Pasadena, CA, USA",,,,,,,,,,,,,,,,,,Individual,,,"New York University, New York, NY, USA",,,
1929,Literature,The Nobel Prize in  Literature,1,1,172760,4907955,,received,"principally for his great novel, <I>Buddenbrooks</I>, which has won steadily increased recognition as one of the classic works of contemporary literature",,https://masterdataapi.nobelprize.org/2/nobelPrize/lit/1929,602,Thomas Mann,Thomas Mann,Thomas,Mann,Thomas Mann,,male,http://masterdataapi.nobelprize.org/2/laureate/602,1875-06-06,Lübeck,Lübeck,Europe,Germany,Germany,"Lübeck, Germany",1955-08-12,Zurich,Zurich,Europe,Switzerland,Switzerland,"Zurich, Switzerland",,,,,,,,,,,Individual,Germany,,,,,
1989,Chemistry,The Nobel Prize in Chemistry,2,1/2,3000000,5242311,1989-10-12,received,for their discovery of catalytic properties of RNA,,https://masterdataapi.nobelprize.org/2/nobelPrize/che/1989,274,Thomas R. Cech,Thomas R. Cech,Thomas R.,Cech,Thomas R. Cech,,male,http://masterdataapi.nobelprize.org/2/laureate/274,1947-12-08,"Chicago, IL","Chicago, IL",North America,USA,USA,"Chicago, IL, USA",,,,,,,,,,,,,,,,,,Individual,,,"University of Colorado, Boulder, CO, USA",,,
2001,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,2,1/3,10000000,12295082,2001-10-08,received,for their discoveries of key regulators of the cell cycle,,https://masterdataapi.nobelprize.org/2/nobelPrize/med/2001,736,Tim Hunt,Tim Hunt,Tim,Hunt,Tim Hunt,,male,http://masterdataapi.nobelprize.org/2/laureate/736,1943-02-19,Neston,Neston,Europe,United Kingdom,United Kingdom,"Neston, United Kingdom",,,,,,,,,,,,,,,,,,Individual,,,"Imperial Cancer Research Fund, London, United Kingdom",,,
